Instances,feature_ cheap.pattern.time,feature_ cheap.pattern.vertices,feature_ cheap.pattern.edges,feature_ cheap.pattern.loops,feature_ cheap.pattern.meandeg,feature_ cheap.pattern.maxdeg,feature_ cheap.pattern.degisfixed,feature_ cheap.pattern.density,feature_ cheap.target.time,feature_ cheap.target.vertices,feature_ cheap.target.edges,feature_ cheap.target.loops,feature_ cheap.target.meandeg,feature_ cheap.target.maxdeg,feature_ cheap.target.degisfixed,feature_ cheap.target.density,feature_ distance.pattern.time,feature_ distance.pattern.isconnected,feature_ distance.pattern.meandistance,feature_ distance.pattern.maxdistance,feature_ distance.pattern.proportiondistancege2,feature_ distance.pattern.proportiondistancege3,feature_ distance.pattern.proportiondistancege4,feature_ distance.target.time,feature_ distance.target.isconnected,feature_ distance.target.meandistance,feature_ distance.target.maxdistance,feature_ distance.target.proportiondistancege2,feature_ distance.target.proportiondistancege3,feature_ distance.target.proportiondistancege4,feature_ lad.values.removed,feature_ lad.values.removed.percent,feature_ lad.values.removed.min,feature_ lad.values.removed.max,feature_ lad.time,algo_lad,algo_supplementallad,algo_vf2,algo_glasgow1,algo_glasgow2,algo_glasgow3,algo_glasgow4
E.09,0.0,270.0,5536.0,2.0,41.0,233.0,0.0,0.152444,0.0,300.0,6758.0,0.0,45.0533,282.0,0.0,0.15068,23.0,1.0,1.84789,3.0,0.844472,0.000274,0.0,29.0,1.0,1.84943,3.0,0.846489,0.000111,0.0,0.0,100.0,0.0,0.0,14.0,140.0,152.0,NaN,17.0,460.0,1773.0,63130.0
E.10,0.0,270.0,5525.0,0.0,40.9259,265.0,0.0,0.152141,0.0,300.0,6518.0,0.0,43.4533,295.0,0.0,0.145329,22.0,1.0,1.84786,2.0,0.844719,0.0,0.0,30.0,1.0,1.85467,2.0,0.851822,0.0,0.0,57780.0,71.333333,9.666667,99.666664,13.0,151.0,156.0,NaN,19.0,296.0,1538.0,59085.0
E.11,0.0,270.0,4843.0,1.0,35.8704,230.0,0.0,0.133361,0.0,300.0,6126.0,0.0,40.84,282.0,0.0,0.136589,21.0,1.0,1.87333,3.0,0.863457,0.006639,0.0,29.0,1.0,1.86439,3.0,0.860533,0.000978,0.0,0.0,100.0,0.0,0.0,4.0,22.0,37.0,NaN,18.0,435.0,1431.0,30476.0
E.12,0.0,270.0,5480.0,3.0,40.5815,197.0,0.0,0.150902,0.0,300.0,6891.0,0.0,45.94,241.0,0.0,0.153645,22.0,1.0,1.85009,3.0,0.846036,0.000905,0.0,30.0,1.0,1.84638,3.0,0.843533,2.2e-05,0.0,0.0,100.0,0.0,0.0,11.0,128.0,139.0,NaN,18.0,436.0,1866.0,62839.0
E.13,0.0,270.0,5808.0,4.0,43.0074,218.0,0.0,0.159934,0.0,300.0,7104.0,0.0,47.36,270.0,0.0,0.158395,22.0,1.0,1.84117,3.0,0.837064,0.000988,0.0,30.0,1.0,1.84178,3.0,0.8388,0.000178,0.0,0.0,100.0,0.0,0.0,3.0,15.0,31.0,NaN,35.0,792.0,2671.0,72435.0
E.14,0.0,270.0,5001.0,1.0,37.0407,192.0,0.0,0.137712,0.0,300.0,6524.0,0.0,43.4933,235.0,0.0,0.145463,22.0,1.0,1.86854,3.0,0.859122,0.0062,0.0,30.0,1.0,1.85592,3.0,0.851689,0.001378,0.0,0.0,100.0,0.0,0.0,11.0,122.0,131.0,NaN,18.0,437.0,1702.0,43010.0
E.15,0.0,270.0,5504.0,1.0,40.7667,186.0,0.0,0.151563,0.0,300.0,6657.0,0.0,44.38,236.0,0.0,0.148428,22.0,1.0,1.85086,3.0,0.845322,0.002387,0.0,30.0,1.0,1.85188,3.0,0.848733,0.000311,0.0,0.0,100.0,0.0,0.0,8.0,79.0,90.0,NaN,50.0,1121.0,3093.0,54606.0
E.16,0.0,270.0,5288.0,3.0,39.1593,238.0,0.0,0.145615,0.0,300.0,6803.0,0.0,45.3533,293.0,0.0,0.151683,21.0,1.0,1.85463,3.0,0.851303,0.000165,0.0,30.0,1.0,1.84832,2.0,0.845489,0.0,0.0,0.0,100.0,0.0,0.0,2.0,24.0,36.0,NaN,33.0,484.0,1881.0,59985.0
E.17,0.0,270.0,4990.0,1.0,36.9593,234.0,0.0,0.137409,0.0,300.0,6521.0,0.0,43.4733,295.0,0.0,0.145396,22.0,1.0,1.86344,3.0,0.859424,0.000823,0.0,30.0,1.0,1.85465,3.0,0.851756,4.4e-05,0.0,0.0,100.0,0.0,0.0,3.0,13.0,22.0,NaN,18.0,434.0,1668.0,44920.0
E.18,0.0,270.0,5130.0,2.0,37.9926,187.0,0.0,0.141264,0.0,300.0,6283.0,0.0,41.8867,226.0,0.0,0.140089,22.0,1.0,1.86579,3.0,0.85561,0.006968,0.0,31.0,1.0,1.86317,3.0,0.857044,0.003244,0.0,0.0,100.0,0.0,0.0,3.0,32.0,41.0,NaN,17.0,349.0,1328.0,34712.0
E.19,0.0,270.0,5124.0,5.0,37.937,236.0,0.0,0.141099,0.0,300.0,6079.0,0.0,40.5267,294.0,0.0,0.135541,21.0,1.0,1.85951,3.0,0.855857,0.000466,0.0,29.0,1.0,1.86446,2.0,0.861578,0.0,0.0,0.0,100.0,0.0,0.0,3.0,14.0,27.0,NaN,15.0,334.0,1583.0,45075.0
E.20,0.0,270.0,5534.0,1.0,40.9889,183.0,0.0,0.152389,0.0,300.0,6596.0,0.0,43.9733,235.0,0.0,0.147068,22.0,1.0,1.84921,3.0,0.844499,0.001564,0.0,30.0,1.0,1.85389,3.0,0.850089,0.000956,0.0,0.0,100.0,0.0,0.0,2.0,16.0,29.0,NaN,54.0,1060.0,2939.0,52639.0
F.01,0.0,270.0,5184.0,0.0,38.4,262.0,0.0,0.142751,0.0,300.0,6179.0,0.0,41.1933,291.0,0.0,0.13777,21.0,1.0,1.85747,3.0,0.854074,0.000219,0.0,30.0,1.0,1.86239,3.0,0.859356,0.000156,0.0,58095.0,71.722222,12.333333,99.666664,13.0,154.0,151.0,NaN,30.0,540.0,1823.0,44081.0
F.02,0.0,270.0,5768.0,0.0,42.7259,267.0,0.0,0.158832,0.0,300.0,6941.0,0.0,46.2733,297.0,0.0,0.15476,23.0,1.0,1.84117,2.0,0.838052,0.0,0.0,30.0,1.0,1.84524,2.0,0.842422,0.0,0.0,52675.0,65.030864,3.333333,99.666664,14.0,295.0,251.0,NaN,20.0,522.0,1812.0,73622.0
F.03,0.0,270.0,5490.0,0.0,40.6667,260.0,0.0,0.151177,0.0,300.0,6391.0,0.0,42.6067,289.0,0.0,0.142497,22.0,1.0,1.84904,3.0,0.845679,0.000219,0.0,30.0,1.0,1.85773,3.0,0.854644,0.000222,0.0,54631.0,67.445679,12.0,99.666664,13.0,175.0,181.0,NaN,19.0,314.0,1541.0,54508.0
F.04,0.0,270.0,5359.0,0.0,39.6963,262.0,0.0,0.14757,0.0,300.0,6656.0,0.0,44.3733,291.0,0.0,0.148406,21.0,1.0,1.85243,2.0,0.849273,0.0,0.0,30.0,1.0,1.85173,3.0,0.848756,0.000133,0.0,52959.0,65.381481,3.333333,99.666664,13.0,387.0,343.0,NaN,33.0,652.0,2175.0,57683.0
F.05,0.0,270.0,5510.0,0.0,40.8148,225.0,0.0,0.151728,0.0,300.0,6578.0,0.0,43.8533,251.0,0.0,0.146667,22.0,1.0,1.84844,3.0,0.84513,0.000165,0.0,30.0,1.0,1.85342,3.0,0.850489,8.9e-05,0.0,53851.0,66.482716,0.333333,99.0,11.0,285.0,282.0,NaN,20.0,325.0,1632.0,60442.0
F.06,0.0,270.0,5147.0,0.0,38.1259,239.0,0.0,0.141732,0.0,300.0,6538.0,0.0,43.5867,265.0,0.0,0.145775,21.0,1.0,1.85942,3.0,0.855089,0.001152,0.0,30.0,1.0,1.85458,3.0,0.851378,0.000356,0.0,45198.0,55.8,0.0,99.666664,13.0,1051.0,396.0,NaN,23.0,406.0,1667.0,51894.0
F.07,0.0,270.0,5257.0,0.0,38.9407,242.0,0.0,0.144761,0.0,300.0,6377.0,0.0,42.5133,267.0,0.0,0.142185,22.0,1.0,1.85538,3.0,0.852071,0.000137,0.0,29.0,1.0,1.85793,3.0,0.854956,0.000111,0.0,53867.0,66.502469,1.666667,99.666664,13.0,188.0,166.0,NaN,21.0,339.0,1511.0,50151.0
F.08,0.0,270.0,5778.0,0.0,42.8,239.0,0.0,0.159108,0.0,300.0,7137.0,0.0,47.58,266.0,0.0,0.15913,22.0,1.0,1.84089,2.0,0.837778,0.0,0.0,30.0,1.0,1.84087,2.0,0.838067,0.0,0.0,45104.0,55.683951,2.0,98.666664,14.0,2609.0,1778.0,NaN,24.0,425.0,2060.0,83356.0
F.09,0.0,270.0,5515.0,0.0,40.8519,269.0,0.0,0.151866,0.0,300.0,6758.0,0.0,45.0533,299.0,0.0,0.15068,22.0,1.0,1.84813,2.0,0.844993,0.0,0.0,30.0,1.0,1.84932,2.0,0.846489,0.0,0.0,47830.0,59.049383,1.333333,99.666664,15.0,721.0,660.0,NaN,22.0,394.0,1781.0,62201.0
F.10,0.0,270.0,5874.0,3.0,43.5,236.0,0.0,0.161751,0.0,300.0,6935.0,0.0,46.2333,296.0,0.0,0.154627,22.0,1.0,1.83844,3.0,0.835226,0.00011,0.0,30.0,1.0,1.84537,2.0,0.842556,0.0,0.0,0.0,100.0,0.0,0.0,2.0,5.0,21.0,152561.0,32.0,737.0,2467.0,71330.0
F.11,0.0,270.0,5978.0,0.0,44.2815,268.0,0.0,0.164615,0.0,300.0,6836.0,0.0,45.5733,297.0,0.0,0.152419,21.0,1.0,1.83541,3.0,0.832291,2.7e-05,0.0,31.0,1.0,1.8476,3.0,0.844756,2.2e-05,0.0,57822.0,71.385185,9.666667,99.666664,13.0,163.0,160.0,NaN,53.0,559.0,2174.0,68349.0
F.12,0.0,270.0,5782.0,0.0,42.8296,228.0,0.0,0.159218,0.0,300.0,6777.0,0.0,45.18,253.0,0.0,0.151104,22.0,1.0,1.84122,3.0,0.837668,0.000439,0.0,30.0,1.0,1.84932,3.0,0.846067,0.000422,0.0,53711.0,66.309877,14.333333,99.666664,12.0,237.0,210.0,NaN,46.0,625.0,2240.0,64314.0
F.13,0.0,270.0,5251.0,0.0,38.8963,209.0,0.0,0.144596,0.0,300.0,6643.0,0.0,44.2867,232.0,0.0,0.148116,21.0,1.0,1.85667,3.0,0.852236,0.001262,0.0,30.0,1.0,1.85217,3.0,0.849044,0.000289,0.0,43482.0,53.681481,2.0,98.666664,12.0,2018.0,1424.0,NaN,25.0,441.0,1785.0,56974.0
F.14,0.0,270.0,5391.0,0.0,39.9333,231.0,0.0,0.148451,0.0,300.0,6397.0,0.0,42.6467,255.0,0.0,0.142631,22.0,1.0,1.8521,3.0,0.848395,0.000549,0.0,30.0,1.0,1.85779,3.0,0.854511,0.000422,0.0,56542.0,69.804938,0.666667,99.666664,11.0,180.0,158.0,NaN,19.0,317.0,1436.0,49603.0
F.15,0.0,270.0,5192.0,0.0,38.4593,249.0,0.0,0.142971,0.0,300.0,6224.0,0.0,41.4933,274.0,0.0,0.138774,22.0,1.0,1.85744,3.0,0.853855,0.000412,0.0,29.0,1.0,1.86165,3.0,0.858356,0.000422,0.0,56665.0,69.95679,15.0,99.666664,12.0,156.0,153.0,NaN,30.0,554.0,1923.0,43472.0
F.16,0.0,270.0,5900.0,0.0,43.7037,268.0,0.0,0.162467,0.0,300.0,6996.0,0.0,46.64,298.0,0.0,0.155987,23.0,1.0,1.83753,2.0,0.834431,0.0,0.0,30.0,1.0,1.84401,2.0,0.8412,0.0,0.0,56494.0,69.745679,3.0,99.666664,13.0,212.0,210.0,NaN,25.0,300.0,1790.0,78751.0
F.17,0.0,270.0,5413.0,0.0,40.0963,259.0,0.0,0.149057,0.0,300.0,6481.0,0.0,43.2067,288.0,0.0,0.144504,23.0,1.0,1.85111,3.0,0.847791,0.000165,0.0,30.0,1.0,1.85563,3.0,0.852644,0.000133,0.0,52799.0,65.183951,12.0,99.666664,14.0,514.0,526.0,NaN,33.0,639.0,2281.0,58434.0
F.18,0.0,270.0,5963.0,0.0,44.1704,268.0,0.0,0.164202,0.0,300.0,7148.0,0.0,47.6533,298.0,0.0,0.159376,22.0,1.0,1.8358,2.0,0.832702,0.0,0.0,31.0,1.0,1.84062,2.0,0.837822,0.0,0.0,53118.0,65.577778,6.333333,99.666664,13.0,270.0,263.0,NaN,38.0,671.0,2480.0,82587.0
F.19,0.0,270.0,5391.0,0.0,39.9333,268.0,0.0,0.148451,0.0,300.0,6435.0,0.0,42.9,298.0,0.0,0.143478,22.0,1.0,1.85155,2.0,0.848395,0.0,0.0,30.0,1.0,1.85652,2.0,0.853667,0.0,0.0,54317.0,67.058025,6.333333,99.666664,13.0,230.0,200.0,NaN,20.0,335.0,1450.0,47693.0
F.20,0.0,270.0,5186.0,0.0,38.4148,222.0,0.0,0.142806,0.0,300.0,6568.0,0.0,43.7867,266.0,0.0,0.146444,22.0,1.0,1.85774,3.0,0.854019,0.000549,0.0,30.0,1.0,1.85367,3.0,0.850711,0.000111,0.0,42598.0,52.590123,2.0,99.0,14.0,5423.0,4028.0,NaN,132.0,755.0,1900.0,54625.0
PR15-1,0.0,83.0,111.0,0.0,2.6747,4.0,0.0,0.032618,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,8.18513,23.0,0.955727,0.906082,0.837567,2275.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,111587.0,27.788791,0.165358,99.503929,5.0,1564.0,856.0,593.0,224.0,479.0,758.0,1043.0
PR15-10,0.0,9.0,10.0,0.0,2.22222,3.0,0.0,0.277778,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,2.25,4.0,0.641975,0.37037,0.098765,2275.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,1300.0,2.985623,0.165358,11.244316,6.0,1099.0,1474.0,179.0,202.0,439.0,1723.0,2446.0
PR15-11,0.0,5.0,6.0,0.0,2.4,3.0,0.0,0.6,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,1.4,2.0,0.32,0.0,0.0,2272.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,1706.0,7.052501,0.971476,11.244316,3.0,628.0,234.0,179.0,426.0,4489.0,3720.0,5307.0
PR15-12,0.0,7.0,9.0,0.0,2.57143,3.0,0.0,0.428571,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,1.71429,3.0,0.489796,0.122449,0.0,2226.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,3786.0,11.179354,10.830922,11.63704,3.0,2218.0,95.0,197.0,809.0,6248.0,3216.0,3135.0
PR15-13,0.0,63.0,89.0,0.0,2.8254,4.0,0.0,0.045571,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,6.02304,15.0,0.939279,0.867725,0.768456,2276.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,92332.0,30.293247,0.165358,99.607277,5.0,1212.0,1325.0,7039.0,216.0,1110.0,2941.0,17223.0
PR15-14,0.0,121.0,168.0,0.0,2.77686,4.0,0.0,0.023141,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,9.02479,20.0,0.968786,0.934226,0.888054,2272.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,103668.0,17.708977,0.165358,97.312943,8.0,14020.0,5468.0,302.0,243.0,1249.0,3279.0,8605.0
PR15-15,0.0,77.0,109.0,1.0,2.81818,4.0,0.0,0.037252,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,6.62714,14.0,0.950582,0.892899,0.817339,2271.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,113909.0,30.577463,0.165358,99.855309,7.0,1615.0,1029.0,300.0,262.0,1131.0,12805.0,25844.0
PR15-16,0.0,4.0,4.0,0.0,2.0,2.0,1.0,0.666667,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,1.33333,2.0,0.25,0.0,0.0,2254.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,0.0,0.0,0.0,0.0,2.0,475.0,631.0,178.0,201.0,723.0,1200.0,2422.0
PR15-17,0.0,6.0,7.0,0.0,2.33333,3.0,0.0,0.466667,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,1.6,3.0,0.444444,0.055556,0.0,2270.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,1714.0,5.904644,0.165358,11.244316,3.0,857.0,593.0,180.0,202.0,1025.0,9570.0,13362.0
PR15-18,0.0,15.0,20.0,0.0,2.66667,3.0,0.0,0.190476,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,3.10476,7.0,0.755556,0.533333,0.346667,2274.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,8668.0,11.94433,0.971476,21.331129,3.0,11138.0,16779.0,216.0,488.0,5300.0,6760.0,3867.0
PR15-19,0.0,7.0,9.0,0.0,2.57143,3.0,0.0,0.428571,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,1.71429,3.0,0.489796,0.122449,0.0,2266.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,4236.0,12.50812,10.830922,21.331129,2.0,1264.0,1647.0,180.0,810.0,1010.0,1699.0,2406.0
PR15-2,0.0,15.0,19.0,0.0,2.53333,3.0,0.0,0.180952,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,2.86667,6.0,0.764444,0.533333,0.302222,2274.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,6676.0,9.199394,0.971476,21.331129,4.0,42576.0,23974.0,340.0,672.0,4460.0,6443.0,13604.0
PR15-20,0.0,8.0,9.0,0.0,2.25,3.0,0.0,0.321429,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,2.07143,4.0,0.59375,0.28125,0.0625,2281.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,1292.0,3.338156,0.165358,11.244316,3.0,985.0,1295.0,216.0,203.0,1024.0,2232.0,6816.0
PR15-21,0.0,16.0,23.0,0.0,2.875,4.0,0.0,0.191667,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,2.53333,5.0,0.757812,0.476562,0.179688,2276.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,40706.0,52.586296,0.971476,99.607277,1.0,82.0,59.0,483.0,434.0,1873.0,1701.0,2416.0
PR15-22,0.0,11.0,13.0,0.0,2.36364,3.0,0.0,0.236364,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,2.47273,5.0,0.694215,0.413223,0.181818,2277.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,2942.0,5.528205,0.165358,11.63704,3.0,1533.0,1971.0,182.0,203.0,1031.0,2761.0,3960.0
PR15-23,0.0,5.0,6.0,0.0,2.4,3.0,0.0,0.6,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,1.4,2.0,0.32,0.0,0.0,2276.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,2658.0,10.988012,10.830922,11.223646,2.0,3234.0,3516.0,213.0,739.0,1015.0,1698.0,2407.0
PR15-24,0.0,53.0,70.0,0.0,2.64151,3.0,0.0,0.050798,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,6.5762,15.0,0.931292,0.858669,0.771805,2276.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,30602.0,11.934606,0.165358,21.331129,6.0,9124.0,4699.0,288.0,463.0,477.0,759.0,1052.0
PR15-3,0.0,10.0,13.0,0.0,2.6,4.0,0.0,0.288889,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,2.08889,4.0,0.64,0.28,0.06,2243.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,23436.0,48.441505,0.165358,96.878876,2.0,187.0,191.0,309.0,207.0,4173.0,9278.0,3851.0
PR15-4,0.0,8.0,8.0,0.0,2.0,2.0,1.0,0.285714,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,2.28571,4.0,0.625,0.375,0.125,2277.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,0.0,0.0,0.0,0.0,1.0,940.0,1271.0,181.0,202.0,439.0,705.0,3184.0
PR15-5,0.0,18.0,26.0,0.0,2.88889,4.0,0.0,0.169935,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,2.9085,6.0,0.783951,0.555556,0.314815,2272.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,31898.0,36.629002,10.830922,97.312943,3.0,341.0,507.0,348.0,1526.0,11409.0,1704.0,2414.0
PR15-6,0.0,94.0,131.0,0.0,2.78723,4.0,0.0,0.02997,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,8.11531,20.0,0.95971,0.913309,0.850611,2268.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,162180.0,35.661826,0.165358,99.607277,6.0,2533.0,1004.0,265.0,226.0,1149.0,4678.0,5780.0
PR15-7,0.0,170.0,242.0,1.0,2.84118,4.0,0.0,0.016847,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,1.0,1.0,9.95113,23.0,0.977439,0.951142,0.914187,2274.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,250848.0,30.49972,0.165358,99.855309,10.0,4464.0,2535.0,385.0,256.0,1282.0,4520.0,16272.0
PR15-8,0.0,6.0,7.0,0.0,2.33333,3.0,0.0,0.466667,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,1.66667,3.0,0.444444,0.111111,0.0,2282.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,1276.0,4.395756,0.971476,11.244316,4.0,756.0,987.0,179.0,427.0,1298.0,1702.0,2422.0
PR15-9,0.0,68.0,90.0,0.0,2.64706,3.0,0.0,0.039508,29.0,4838.0,7071.0,8.0,2.92146,4.0,0.0,0.000604,0.0,1.0,7.10448,15.0,0.946367,0.891436,0.821799,2275.0,1.0,47.0577,101.0,0.99919,0.998208,0.996824,39298.0,11.945262,0.165358,21.331129,7.0,11939.0,2899.0,215.0,322.0,1167.0,3088.0,5187.0
g10-g100,0.0,41.0,80.0,0.0,3.90244,9.0,0.0,0.097561,5.0,2016.0,2000.0,0.0,1.98413,2.0,0.0,0.000985,0.0,1.0,3.22195,7.0,0.880428,0.672219,0.415229,131.0,0.0,1.33155,2.0,0.000488,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,3.0,31.0,35.0,79.0,119.0,160.0
g10-g101,0.0,41.0,80.0,0.0,3.90244,9.0,0.0,0.097561,6.0,2184.0,6552.0,0.0,6.0,6.0,1.0,0.002749,0.0,1.0,3.22195,7.0,0.880428,0.672219,0.415229,686.0,1.0,4.83463,7.0,0.996795,0.983059,0.914377,0.0,100.0,0.0,0.0,1.0,9.0,5.0,52.0,46.0,110.0,199.0,445.0
g10-g102,0.0,41.0,80.0,0.0,3.90244,9.0,0.0,0.097561,6.0,2184.0,8736.0,0.0,8.0,8.0,1.0,0.003665,0.0,1.0,3.22195,7.0,0.880428,0.672219,0.415229,829.0,1.0,4.25744,6.0,0.995879,0.970238,0.820971,0.0,100.0,0.0,0.0,2.0,12.0,9.0,58.0,46.0,123.0,258.0,842.0
g10-g103,0.0,41.0,80.0,0.0,3.90244,9.0,0.0,0.097561,6.0,2184.0,13104.0,0.0,12.0,12.0,1.0,0.005497,0.0,1.0,3.22195,7.0,0.880428,0.672219,0.415229,1147.0,1.0,3.73065,6.0,0.994048,0.933608,0.61859,0.0,0.0,0.0,0.0,3.0,2131.0,21.0,73.0,159.0,151.0,483.0,2360.0
g10-g104,0.0,41.0,80.0,0.0,3.90244,9.0,0.0,0.097561,14.0,3300.0,6596.0,0.0,3.99758,20.0,0.0,0.001212,0.0,1.0,3.22195,7.0,0.880428,0.672219,0.415229,1397.0,0.0,8.83072,28.0,0.517559,0.513402,0.501871,88029.0,65.062084,42.272728,87.727272,4.0,18991963.0,8604577.0,NaN,35714798.0,8109671.0,8636259.0,9832689.0
g10-g105,0.0,41.0,80.0,0.0,3.90244,9.0,0.0,0.097561,14.0,3317.0,6617.0,0.0,3.98975,20.0,0.0,0.001203,0.0,1.0,3.22195,7.0,0.880428,0.672219,0.415229,1404.0,0.0,8.82651,28.0,0.51486,0.51073,0.499268,88615.0,65.159526,42.387699,87.760025,4.0,19131345.0,8682921.0,NaN,35921449.0,8130194.0,8627215.0,9808505.0
g10-g106,0.0,41.0,80.0,0.0,3.90244,9.0,0.0,0.097561,25.0,4493.0,13619.0,0.0,6.06232,25.0,0.0,0.00135,0.0,1.0,3.22195,7.0,0.880428,0.672219,0.415229,4955.0,1.0,8.34333,29.0,0.998428,0.992345,0.971973,83977.0,45.586902,20.097931,74.73848,9.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
g10-g107,0.0,41.0,80.0,0.0,3.90244,9.0,0.0,0.097561,25.0,4494.0,9812.0,0.0,4.36671,23.0,0.0,0.000972,0.0,1.0,3.22195,7.0,0.880428,0.672219,0.415229,2978.0,0.0,8.56683,25.0,0.553997,0.550267,0.538928,113515.0,61.607889,40.14241,84.223412,7.0,71530922.0,40671879.0,NaN,NaN,31291644.0,34012701.0,39153845.0
g10-g108,0.0,41.0,80.0,0.0,3.90244,9.0,0.0,0.097561,29.0,4866.0,10840.0,0.0,4.4554,24.0,0.0,0.000916,0.0,1.0,3.22195,7.0,0.880428,0.672219,0.415229,3669.0,0.0,8.55453,27.0,0.579695,0.576075,0.564798,121976.0,61.139013,39.334156,83.62104,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
g10-g109,0.0,41.0,80.0,0.0,3.90244,9.0,0.0,0.097561,31.0,5040.0,15120.0,0.0,6.0,6.0,1.0,0.001191,0.0,1.0,3.22195,7.0,0.880428,0.672219,0.415229,4210.0,1.0,10.5021,21.0,0.998611,0.994643,0.984921,0.0,100.0,0.0,0.0,6.0,25.0,34.0,252.0,227.0,524.0,954.0,1919.0
g10-g11,0.0,41.0,80.0,0.0,3.90244,9.0,0.0,0.097561,0.0,42.0,114.0,0.0,5.42857,10.0,0.0,0.132404,0.0,1.0,3.22195,7.0,0.880428,0.672219,0.415229,0.0,1.0,2.98955,9.0,0.846939,0.572562,0.295918,716.0,41.579559,4.761905,97.619049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
g10-g110,0.0,41.0,80.0,0.0,3.90244,9.0,0.0,0.097561,36.0,5448.0,36105.0,0.0,13.2544,39.0,0.0,0.002433,0.0,1.0,3.22195,7.0,0.880428,0.672219,0.415229,9934.0,1.0,5.67628,16.0,0.997384,0.977723,0.912432,9317.0,4.171144,0.091777,30.029369,18.0,14740.0,68.0,654.0,1098.0,1322.0,3802.0,23462.0
g10-g111,0.0,41.0,80.0,0.0,3.90244,9.0,0.0,0.097561,41.0,5757.0,14135.0,0.0,4.91054,25.0,0.0,0.000853,0.0,1.0,3.22195,7.0,0.880428,0.672219,0.415229,5766.0,0.0,8.34249,29.0,0.608189,0.604462,0.592038,135036.0,57.209675,36.928955,80.25013,11.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
