Instances,feature_ VariableCount,feature_ VPOPSMean,feature_ POPSCount,feature_ PSSMaximum,feature_ PSSMean,feature_ PSSStandardDeviation,feature_ VPOPSMaximum,feature_ VPOPSStandardDeviation,feature_ PatterndatabaselowerboundIndegreeMaximum,feature_ PatterndatabaselowerboundIndegreeMean,feature_ PatterndatabaselowerboundIndegreeStandardDeviation,feature_ PatterndatabaselowerboundLeafCount,feature_ PatterndatabaselowerboundNTCCount,feature_ PatterndatabaselowerboundNTCMax,feature_ PatterndatabaselowerboundNTCMean,feature_ PatterndatabaselowerboundNTCStandardDeviation,feature_ PatterndatabaselowerboundOutdegreeMaximum,feature_ PatterndatabaselowerboundOutdegreeMean,feature_ PatterndatabaselowerboundOutdegreeStandardDeviation,feature_ PatterndatabaselowerboundRootCount,feature_ PatterndatabaselowerboundTotalDegreeMaximum,feature_ PatterndatabaselowerboundTotalDegreeMean,feature_ PatterndatabaselowerboundTotalDegreeStandardDeviation,feature_ SimplelowerboundIndegreeMaximum,feature_ SimplelowerboundIndegreeMean,feature_ SimplelowerboundIndegreeStandardDeviation,feature_ SimplelowerboundLeafCount,feature_ SimplelowerboundNTCCount,feature_ SimplelowerboundNTCMax,feature_ SimplelowerboundNTCMean,feature_ SimplelowerboundNTCStandardDeviation,feature_ SimplelowerboundOutdegreeMaximum,feature_ SimplelowerboundOutdegreeMean,feature_ SimplelowerboundOutdegreeStandardDeviation,feature_ SimplelowerboundRootCount,feature_ SimplelowerboundTotalDegreeMaximum,feature_ SimplelowerboundTotalDegreeMean,feature_ SimplelowerboundTotalDegreeStandardDeviation,feature_ GreedyhillclimbingErrorbound,feature_ GreedyhillclimbingIndegreeMaximum,feature_ GreedyhillclimbingIndegreeMean,feature_ GreedyhillclimbingIndegreeStandardDeviation,feature_ GreedyhillclimbingLeafCount,feature_ GreedyhillclimbingOutdegreeMaximum,feature_ GreedyhillclimbingOutdegreeMean,feature_ GreedyhillclimbingOutdegreeStandardDeviation,feature_ GreedyhillclimbingRootCount,feature_ GreedyhillclimbingTotalDegreeMaximum,feature_ GreedyhillclimbingTotalDegreeMean,feature_ GreedyhillclimbingTotalDegreeStandardDeviation,feature_ AnytimewindowA*Errorbound,feature_ AnytimewindowA*IndegreeMaximum,feature_ AnytimewindowA*IndegreeMean,feature_ AnytimewindowA*IndegreeStandardDeviation,feature_ AnytimewindowA*LeafCount,feature_ AnytimewindowA*OutdegreeMaximum,feature_ AnytimewindowA*OutdegreeMean,feature_ AnytimewindowA*OutdegreeStandardDeviation,feature_ AnytimewindowA*RootCount,feature_ AnytimewindowA*TotalDegreeMaximum,feature_ AnytimewindowA*TotalDegreeMean,feature_ AnytimewindowA*TotalDegreeStandardDeviation,feature_ GOBNILPErrorbound,feature_ GOBNILPIndegreeMaximum,feature_ GOBNILPIndegreeMean,feature_ GOBNILPIndegreeStandardDeviation,feature_ GOBNILPLeafCount,feature_ GOBNILPOutdegreeMaximum,feature_ GOBNILPOutdegreeMean,feature_ GOBNILPOutdegreeStandardDeviation,feature_ GOBNILPRootCount,feature_ GOBNILPTotalDegreeMaximum,feature_ GOBNILPTotalDegreeMean,feature_ GOBNILPTotalDegreeStandardDeviation,feature_ CPBayesErrorbound,feature_ CPBayesIndegreeMaximum,feature_ CPBayesIndegreeMean,feature_ CPBayesIndegreeStandardDeviation,feature_ CPBayesLeafCount,feature_ CPBayesOutdegreeMaximum,feature_ CPBayesOutdegreeMean,feature_ CPBayesOutdegreeStandardDeviation,feature_ CPBayesRootCount,feature_ CPBayesTotalDegreeMaximum,feature_ CPBayesTotalDegreeMean,feature_ CPBayesTotalDegreeStandardDeviation,algo_astar-ec,algo_astar-ed3,algo_astar-comp,algo_cpbayes,algo_ilp-141,algo_ilp-141-nc,algo_ilp-162,algo_ilp-162-nc
alarm_1000_bdeu-0.1-5,28.85,3.0,1.35,0.86,12.0,6.0,1.35,1.34,7.0,6.0,2.7,1.45,1.9,3.0,1.3,0.81,14.0,5.0,1.3,1.35,7.0,6.0,2.59,1.44,0.0,3.0,1.35,0.86,12.0,6.0,1.35,1.34,7.0,6.0,2.7,1.45,32.96,3.0,1.43,0.8,12.0,6.0,1.43,1.5,5.0,8.0,2.86,1.67,1578.0,5.0,2.29,1.05,4.0,1.97,0.9,9.0,6.0,10.0,4.17,3.25,7.0,1.97,1.72,1.0,10.0,3.95,2.33,5.0,2.41,1.28,3.0,5.0,12.0,6.6,3.71,7.0,2.41,1.77,1.0,12.0,4.81,2.85,184.0,42.65,43.16,37.0,NaN,NaN,12.14,1060.65,1.24,4.26,2.55,5.88
alarm_1000_bdeu-0.1-6,28.85,3.0,1.35,0.86,12.0,6.0,1.35,1.34,7.0,6.0,2.7,1.45,1.9,3.0,1.3,0.81,14.0,5.0,1.3,1.35,7.0,6.0,2.59,1.44,0.0,3.0,1.35,0.86,12.0,6.0,1.35,1.34,7.0,6.0,2.7,1.45,32.89,3.0,1.46,0.84,12.0,6.0,1.46,1.61,5.0,8.0,2.92,1.74,1587.0,6.0,2.31,1.08,4.0,1.97,0.9,9.0,6.0,10.0,4.17,3.25,7.0,1.97,1.72,1.0,10.0,3.95,2.33,5.0,2.41,1.28,3.0,5.0,12.0,6.6,3.71,7.0,2.41,1.77,1.0,12.0,4.81,2.85,184.0,42.89,43.46,37.0,NaN,NaN,12.2,1061.48,1.48,5.04,2.6,6.21
alarm_1000_bdeu-1-2,29.51,2.0,1.41,0.72,11.0,5.0,1.41,1.3,5.0,6.0,2.81,1.39,7.6,2.0,1.3,0.81,14.0,5.0,1.3,1.33,8.0,6.0,2.59,1.4,0.21,2.0,1.35,0.72,12.0,5.0,1.35,1.36,5.0,6.0,2.7,1.35,33.14,2.0,1.41,0.72,15.0,5.0,1.41,1.52,5.0,6.0,2.81,1.54,1309.0,2.0,1.66,0.53,2.0,1.73,0.51,9.0,8.0,6.0,3.13,1.46,6.0,1.73,1.56,1.0,8.0,3.46,1.83,2.0,1.78,0.48,8.0,9.0,6.0,3.22,1.48,7.0,1.78,1.67,1.0,9.0,3.57,1.88,89.0,35.38,25.07,37.0,NaN,NaN,15.05,2080.26,5.33,9.34,9.49,11.92
alarm_1000_bdeu-1-3,31.28,3.0,1.41,0.76,11.0,5.0,1.41,1.28,5.0,6.0,2.81,1.37,1.8,3.0,1.35,0.82,13.0,5.0,1.35,1.3,7.0,6.0,2.7,1.45,0.1,3.0,1.3,0.85,11.0,5.0,1.3,1.22,8.0,6.0,2.59,1.26,36.08,2.0,1.41,0.69,14.0,5.0,1.41,1.46,4.0,7.0,2.81,1.61,1928.0,3.0,2.09,0.76,3.0,1.97,0.76,9.0,7.0,6.0,3.43,1.81,7.0,1.97,1.83,1.0,10.0,3.95,2.37,3.0,2.19,0.81,4.0,6.0,12.0,5.5,3.56,8.0,2.19,1.84,1.0,11.0,4.38,2.43,184.0,52.11,46.64,37.0,NaN,NaN,23.37,737.41,5.78,8.22,5.05,11.43
alarm_1000_bdeu-1-4,31.51,3.0,1.41,0.76,10.0,5.0,1.41,1.26,5.0,6.0,2.81,1.37,-1.0,4.0,2.35,1.03,3.0,8.0,2.35,1.86,1.0,11.0,4.7,2.71,0.0,3.0,1.41,0.76,9.0,5.0,1.41,1.19,5.0,6.0,2.81,1.31,36.33,4.0,1.54,0.77,13.0,8.0,1.54,1.79,3.0,8.0,3.08,1.8,2097.0,4.0,2.24,0.9,3.0,1.97,0.76,9.0,7.0,6.0,3.43,1.81,7.0,1.97,1.83,1.0,10.0,3.95,2.37,4.0,2.35,1.03,3.0,3.0,26.0,11.33,12.74,8.0,2.35,1.86,1.0,11.0,4.7,2.71,219.0,56.68,53.98,37.0,NaN,NaN,6.6,NaN,4.4,9.38,9.89,8.29
alarm_1000_bdeu-1-5,31.51,3.0,1.41,0.76,10.0,5.0,1.41,1.26,5.0,6.0,2.81,1.37,-1.0,4.0,2.35,1.03,3.0,8.0,2.35,1.86,1.0,11.0,4.7,2.71,0.32,2.0,1.38,0.68,12.0,5.0,1.38,1.4,4.0,6.0,2.76,1.4,36.45,4.0,1.41,0.9,11.0,5.0,1.41,1.4,7.0,7.0,2.81,1.73,2121.0,5.0,2.27,0.94,3.0,1.97,0.76,9.0,7.0,6.0,3.43,1.81,7.0,1.97,1.83,1.0,10.0,3.95,2.37,4.0,2.35,1.03,3.0,3.0,26.0,11.33,12.74,8.0,2.35,1.86,1.0,11.0,4.7,2.71,220.0,57.32,54.81,37.0,NaN,NaN,6.94,NaN,5.29,10.65,5.8,12.0
alarm_1000_bdeu-1-6,31.51,3.0,1.41,0.76,10.0,5.0,1.41,1.26,5.0,6.0,2.81,1.37,-1.0,4.0,2.35,1.03,3.0,8.0,2.35,1.86,1.0,11.0,4.7,2.71,0.0,3.0,1.41,0.76,9.0,5.0,1.41,1.19,5.0,6.0,2.81,1.31,36.39,4.0,1.49,0.84,12.0,5.0,1.49,1.56,5.0,7.0,2.97,1.77,2123.0,6.0,2.28,0.95,3.0,1.97,0.76,9.0,7.0,6.0,3.43,1.81,7.0,1.97,1.83,1.0,10.0,3.95,2.37,4.0,2.35,1.03,3.0,3.0,26.0,11.33,12.74,8.0,2.35,1.86,1.0,11.0,4.7,2.71,220.0,57.38,54.89,37.0,NaN,NaN,6.52,NaN,4.46,11.08,7.92,11.99
alarm_1000_bdeu-10-2,31.42,2.0,1.78,0.58,9.0,7.0,1.78,1.7,3.0,9.0,3.57,1.76,7.7,2.0,1.81,0.52,10.0,10.0,1.81,2.08,2.0,12.0,3.62,1.99,1.24,2.0,1.73,0.56,13.0,9.0,1.73,2.01,2.0,11.0,3.46,1.94,35.24,2.0,1.81,0.52,11.0,8.0,1.81,1.78,2.0,10.0,3.62,1.88,2828.0,2.0,1.79,0.44,2.0,1.95,0.23,7.0,7.0,6.0,3.43,1.51,6.0,1.95,1.67,0.0,8.0,3.89,1.74,2.0,1.95,0.23,6.0,8.0,6.0,3.62,1.6,7.0,1.95,1.73,0.0,9.0,3.89,1.79,169.0,76.43,44.19,37.0,NaN,NaN,58.92,NaN,55.73,55.37,52.94,64.03
alarm_1000_bdeu-10-3,34.36,3.0,2.22,0.82,10.0,13.0,2.22,2.52,2.0,13.0,4.43,2.54,-1.0,3.0,2.62,0.55,2.0,8.0,2.62,1.78,0.0,11.0,5.24,2.07,5.63,3.0,1.95,0.85,10.0,8.0,1.95,1.97,2.0,9.0,3.89,1.81,38.42,3.0,2.11,0.81,11.0,10.0,2.11,2.21,2.0,13.0,4.22,2.37,5069.0,3.0,2.32,0.68,3.0,2.51,0.56,5.0,4.0,20.0,7.75,8.34,6.0,2.51,1.73,0.0,9.0,5.03,2.03,3.0,2.62,0.55,2.0,2.0,29.0,17.5,16.26,8.0,2.62,1.78,0.0,11.0,5.24,2.07,344.0,137.0,97.53,37.0,NaN,NaN,86.32,NaN,208.6,323.01,98.84,245.66
alarm_1000_bdeu-10-4,35.71,4.0,2.24,0.83,10.0,11.0,2.24,2.43,2.0,13.0,4.49,2.56,-1.0,4.0,2.89,0.84,2.0,8.0,2.89,1.93,0.0,12.0,5.78,2.52,4.71,3.0,2.03,0.64,13.0,7.0,2.03,2.06,1.0,9.0,4.05,2.01,38.63,4.0,2.14,0.79,9.0,10.0,2.14,2.11,1.0,12.0,4.27,2.08,5569.0,4.0,2.47,0.81,4.0,2.57,0.65,5.0,4.0,20.0,7.75,8.34,6.0,2.57,1.8,0.0,10.0,5.14,2.16,4.0,2.89,0.84,2.0,1.0,35.0,35.0,0.0,8.0,2.89,1.93,0.0,12.0,5.78,2.52,402.0,150.51,114.03,37.0,NaN,NaN,150.61,NaN,254.48,340.7,199.24,217.05
alarm_1000_bdeu-10-6,35.71,4.0,2.24,0.83,10.0,11.0,2.24,2.43,2.0,13.0,4.49,2.56,-1.0,4.0,2.89,0.84,2.0,8.0,2.89,1.93,0.0,12.0,5.78,2.52,4.43,3.0,2.03,0.64,13.0,7.0,2.03,2.06,1.0,9.0,4.05,2.01,38.65,4.0,2.19,0.88,8.0,10.0,2.19,2.22,2.0,12.0,4.38,2.13,5603.0,5.0,2.49,0.83,4.0,2.57,0.65,5.0,4.0,20.0,7.75,8.34,6.0,2.57,1.8,0.0,10.0,5.14,2.16,4.0,2.89,0.84,2.0,1.0,35.0,35.0,0.0,8.0,2.89,1.93,0.0,12.0,5.78,2.52,406.0,151.43,115.21,37.0,NaN,NaN,125.27,NaN,255.7,335.61,298.63,274.02
alarm_1000_bdeu-100-2,22.35,2.0,1.92,0.36,10.0,11.0,1.92,2.45,1.0,11.0,3.84,2.18,6.5,2.0,1.92,0.36,11.0,8.0,1.92,2.22,1.0,10.0,3.84,2.08,3.86,2.0,1.92,0.36,14.0,11.0,1.92,2.38,1.0,12.0,3.84,2.25,27.49,2.0,1.92,0.36,9.0,11.0,1.92,2.17,1.0,11.0,3.84,1.94,19077.0,2.0,1.93,0.26,2.0,2.0,0.0,10.0,6.0,6.0,4.0,1.79,7.0,2.0,1.83,0.0,9.0,4.0,1.83,2.0,2.0,0.0,7.0,9.0,6.0,3.11,1.54,7.0,2.0,1.84,0.0,9.0,4.0,1.84,664.0,515.59,114.78,37.0,NaN,NaN,28.33,NaN,855.27,800.52,2373.58,1712.36
alarm_1000_bdeu-100-3,28.73,3.0,2.84,0.6,7.0,13.0,2.84,3.14,1.0,16.0,5.68,3.11,-1.0,3.0,3.0,0.0,3.0,11.0,3.0,2.51,0.0,14.0,6.0,2.51,-1.0,3.0,3.0,0.0,3.0,11.0,3.0,2.51,0.0,14.0,6.0,2.51,33.96,3.0,2.84,0.6,7.0,13.0,2.84,3.31,1.0,15.0,5.68,3.08,142178.0,3.0,2.86,0.38,3.0,3.0,0.0,6.0,7.0,6.0,4.29,1.7,9.0,3.0,2.69,0.0,12.0,6.0,2.69,3.0,3.0,0.0,3.0,5.0,16.0,6.8,5.36,11.0,3.0,2.51,0.0,14.0,6.0,2.51,7191.0,3842.65,1585.32,37.0,NaN,NaN,114.79,NaN,NaN,NaN,NaN,NaN
alarm_1000_bic,22.32,2.0,1.22,0.71,13.0,4.0,1.22,1.16,6.0,5.0,2.43,1.28,3.7,2.0,1.24,0.68,16.0,4.0,1.24,1.3,5.0,5.0,2.49,1.26,0.0,2.0,1.22,0.71,14.0,4.0,1.22,1.2,6.0,5.0,2.43,1.28,26.34,2.0,1.24,0.64,15.0,4.0,1.24,1.34,4.0,6.0,2.49,1.33,1002.0,3.0,1.61,0.63,2.0,1.65,0.54,9.0,8.0,6.0,3.0,1.51,6.0,1.65,1.4,1.0,8.0,3.3,1.71,2.0,1.7,0.52,8.0,9.0,6.0,3.11,1.45,6.0,1.7,1.41,1.0,8.0,3.41,1.74,104.0,27.08,21.5,37.0,NaN,NaN,17.84,367.38,2.18,3.88,3.52,4.18
alarm_1000_bic-2,22.96,2.0,1.22,0.71,13.0,4.0,1.22,1.16,6.0,5.0,2.43,1.28,3.7,2.0,1.24,0.68,16.0,4.0,1.24,1.3,5.0,5.0,2.49,1.26,0.0,2.0,1.22,0.71,14.0,4.0,1.22,1.2,6.0,5.0,2.43,1.28,26.18,2.0,1.3,0.62,15.0,5.0,1.3,1.37,3.0,5.0,2.59,1.24,962.0,2.0,1.55,0.57,2.0,1.65,0.54,9.0,8.0,6.0,3.0,1.51,6.0,1.65,1.4,1.0,8.0,3.3,1.71,2.0,1.7,0.52,8.0,9.0,6.0,3.11,1.45,6.0,1.7,1.41,1.0,8.0,3.41,1.74,76.0,26.0,18.78,37.0,NaN,NaN,17.74,364.49,2.34,5.06,3.17,4.88
alarm_100_bdeu-0.1-2,20.27,2.0,1.3,0.78,10.0,4.0,1.3,1.05,7.0,5.0,2.59,1.09,0.2,2.0,1.38,0.72,12.0,5.0,1.38,1.36,5.0,6.0,2.76,1.32,0.0,2.0,1.38,0.76,7.0,5.0,1.38,1.09,6.0,5.0,2.76,1.14,22.35,2.0,1.46,0.73,11.0,5.0,1.46,1.45,5.0,7.0,2.92,1.48,498.0,2.0,1.53,0.63,2.0,1.65,0.59,4.0,9.0,4.0,2.56,0.88,4.0,1.65,1.16,2.0,6.0,3.3,1.33,2.0,1.76,0.49,6.0,8.0,6.0,3.38,1.77,6.0,1.76,1.28,1.0,8.0,3.51,1.54,41.0,13.46,9.51,37.0,NaN,NaN,20.48,1.04,0.8,2.6,1.04,1.82
alarm_100_bdeu-0.1-3,23.42,3.0,1.62,1.21,8.0,4.0,1.62,1.23,9.0,6.0,3.24,1.5,-1.0,3.0,2.22,0.75,5.0,6.0,2.22,1.36,1.0,9.0,4.43,1.74,0.0,3.0,1.73,1.15,8.0,5.0,1.73,1.35,7.0,7.0,3.46,1.41,27.57,3.0,1.59,1.09,8.0,4.0,1.59,1.32,8.0,7.0,3.19,1.58,1047.0,3.0,2.3,0.86,3.0,2.08,0.89,4.0,4.0,20.0,7.75,8.26,6.0,2.08,1.32,2.0,8.0,4.16,1.64,3.0,2.22,0.75,5.0,3.0,26.0,10.0,13.86,6.0,2.22,1.36,1.0,9.0,4.43,1.74,121.0,28.3,28.88,37.0,NaN,NaN,595.89,3377.84,3.09,7.42,4.46,7.08
alarm_100_bdeu-0.1-4,23.0,4.0,1.78,1.47,5.0,4.0,1.78,1.16,9.0,7.0,3.57,1.54,-1.0,4.0,2.51,1.04,4.0,7.0,2.51,1.54,1.0,10.0,5.03,2.02,2.07,4.0,1.76,1.3,7.0,6.0,1.76,1.44,6.0,6.0,3.51,1.61,27.17,4.0,1.78,1.29,8.0,6.0,1.78,1.57,7.0,8.0,3.57,1.77,2191.0,4.0,3.19,1.04,4.0,2.27,1.07,4.0,2.0,27.0,15.5,16.26,6.0,2.27,1.41,2.0,8.0,4.54,1.79,4.0,2.51,1.04,4.0,2.0,30.0,16.0,19.8,7.0,2.51,1.54,1.0,10.0,5.03,2.02,357.0,59.22,86.05,37.0,NaN,NaN,NaN,739.26,5.4,11.3,8.24,11.66
alarm_100_bdeu-0.1-5,23.64,5.0,2.11,1.85,3.0,5.0,2.11,1.31,10.0,7.0,4.22,1.7,-1.0,5.0,2.7,1.31,3.0,7.0,2.7,1.53,1.0,10.0,5.41,2.05,0.0,5.0,2.03,1.76,5.0,6.0,2.03,1.46,10.0,8.0,4.05,1.94,27.88,5.0,1.92,1.48,8.0,7.0,1.92,1.62,8.0,9.0,3.84,2.18,4558.0,5.0,4.13,1.16,5.0,2.54,1.46,3.0,1.0,31.0,31.0,0.0,5.0,2.54,1.45,2.0,8.0,5.08,1.83,5.0,2.7,1.31,3.0,1.0,33.0,33.0,0.0,7.0,2.7,1.53,1.0,10.0,5.41,2.05,931.0,123.19,224.7,37.0,NaN,NaN,NaN,272.92,1.88,8.34,4.5,9.97
alarm_100_bdeu-0.1-6,23.38,6.0,2.05,2.0,4.0,5.0,2.05,1.27,10.0,9.0,4.11,1.93,-1.0,6.0,2.78,1.47,2.0,7.0,2.78,1.51,1.0,10.0,5.57,2.17,3.78,6.0,1.84,1.57,9.0,5.0,1.84,1.46,9.0,7.0,3.68,1.7,28.09,5.0,1.81,1.37,9.0,5.0,1.81,1.47,8.0,7.0,3.62,1.91,8577.0,6.0,5.01,1.26,6.0,2.59,1.57,2.0,1.0,33.0,33.0,0.0,6.0,2.59,1.4,2.0,8.0,5.19,1.87,6.0,2.78,1.47,2.0,1.0,34.0,34.0,0.0,7.0,2.78,1.51,1.0,10.0,5.57,2.17,1744.0,231.81,468.47,37.0,NaN,NaN,NaN,NaN,7.51,14.8,14.58,19.04
alarm_100_bdeu-1-2,21.81,2.0,1.46,0.73,9.0,5.0,1.46,1.24,5.0,5.0,2.92,1.14,0.5,2.0,1.38,0.79,12.0,5.0,1.38,1.34,7.0,5.0,2.76,1.21,0.0,2.0,1.43,0.73,10.0,4.0,1.43,1.26,5.0,5.0,2.86,1.25,24.38,2.0,1.46,0.73,8.0,5.0,1.46,1.24,5.0,6.0,2.92,1.23,608.0,2.0,1.53,0.61,2.0,1.78,0.48,2.0,7.0,12.0,4.14,3.58,4.0,1.78,1.11,1.0,6.0,3.57,1.32,2.0,1.86,0.35,5.0,9.0,6.0,3.56,1.67,6.0,1.86,1.29,0.0,8.0,3.73,1.48,48.0,16.43,10.16,37.0,NaN,NaN,NaN,3.43,1.14,4.17,1.98,3.47
alarm_100_bdeu-1-3,25.4,3.0,1.59,0.96,9.0,4.0,1.59,1.21,6.0,6.0,3.19,1.27,2.2,3.0,1.65,1.03,12.0,5.0,1.65,1.53,6.0,7.0,3.3,1.33,0.0,3.0,1.62,0.98,10.0,5.0,1.62,1.32,6.0,7.0,3.24,1.42,27.49,3.0,1.7,0.94,9.0,5.0,1.7,1.49,5.0,7.0,3.41,1.52,943.0,3.0,2.05,0.86,3.0,2.19,0.78,4.0,3.0,26.0,10.67,13.32,6.0,2.19,1.47,1.0,8.0,4.38,1.72,3.0,2.24,0.64,4.0,7.0,14.0,4.71,4.64,6.0,2.24,1.4,0.0,9.0,4.49,1.77,93.0,25.49,21.52,37.0,NaN,NaN,11.22,5946.39,1.51,6.22,1.9,5.68
alarm_100_bdeu-1-4,25.51,4.0,1.76,1.26,6.0,4.0,1.76,1.19,7.0,7.0,3.51,1.41,-1.0,4.0,2.46,0.84,4.0,7.0,2.46,1.57,0.0,10.0,4.92,1.85,0.0,4.0,1.81,1.22,9.0,6.0,1.81,1.45,6.0,8.0,3.62,1.66,27.41,4.0,1.76,1.04,8.0,5.0,1.76,1.46,5.0,7.0,3.51,1.45,1339.0,4.0,2.63,1.15,4.0,2.32,0.91,3.0,4.0,25.0,8.25,11.21,6.0,2.32,1.43,1.0,8.0,4.65,1.64,4.0,2.46,0.84,4.0,6.0,21.0,5.5,7.61,7.0,2.46,1.57,0.0,10.0,4.92,1.85,148.0,36.19,41.74,37.0,NaN,NaN,NaN,NaN,4.15,8.26,4.54,6.55
alarm_100_bdeu-1-5,24.92,5.0,1.81,1.35,6.0,4.0,1.81,1.17,7.0,8.0,3.62,1.52,-1.0,5.0,2.51,0.93,4.0,7.0,2.51,1.57,0.0,10.0,5.03,1.92,0.0,5.0,1.89,1.37,8.0,6.0,1.89,1.47,6.0,8.0,3.78,1.7,27.7,5.0,1.86,1.18,5.0,6.0,1.86,1.42,5.0,8.0,3.73,1.68,2011.0,5.0,3.42,1.46,5.0,2.41,1.04,2.0,3.0,28.0,11.33,14.47,6.0,2.41,1.32,1.0,8.0,4.81,1.65,5.0,2.51,0.93,4.0,4.0,25.0,8.25,11.18,7.0,2.51,1.57,0.0,10.0,5.03,1.92,309.0,54.35,83.61,37.0,NaN,NaN,NaN,NaN,3.08,9.09,5.35,11.07
alarm_100_bdeu-1-6,25.67,6.0,1.86,1.48,6.0,5.0,1.86,1.27,7.0,9.0,3.73,1.66,-1.0,5.0,2.51,0.93,4.0,7.0,2.51,1.57,0.0,10.0,5.03,1.92,0.0,5.0,1.89,1.37,8.0,6.0,1.89,1.47,6.0,8.0,3.78,1.7,27.21,4.0,1.81,1.17,6.0,6.0,1.81,1.37,5.0,8.0,3.62,1.5,2909.0,6.0,4.22,1.7,5.0,2.41,1.04,2.0,3.0,28.0,11.33,14.47,6.0,2.41,1.32,1.0,8.0,4.81,1.65,5.0,2.51,0.93,4.0,4.0,25.0,8.25,11.18,7.0,2.51,1.57,0.0,10.0,5.03,1.92,532.0,78.62,140.81,37.0,NaN,NaN,NaN,NaN,3.65,8.09,7.12,9.98
alarm_100_bdeu-10-2,19.33,2.0,1.92,0.36,13.0,12.0,1.92,2.44,1.0,14.0,3.84,2.33,7.2,2.0,1.86,0.48,13.0,13.0,1.86,2.47,2.0,13.0,3.73,2.22,1.72,2.0,1.86,0.42,15.0,10.0,1.86,2.32,1.0,12.0,3.73,2.23,23.95,2.0,1.89,0.39,10.0,10.0,1.89,2.21,1.0,12.0,3.78,2.07,3592.0,2.0,1.8,0.43,2.0,2.0,0.0,7.0,11.0,5.0,2.55,1.04,7.0,2.0,1.84,0.0,9.0,4.0,1.84,2.0,2.0,0.0,4.0,12.0,4.0,2.75,0.97,7.0,2.0,1.73,0.0,9.0,4.0,1.73,300.0,97.08,59.39,37.0,NaN,NaN,73.85,NaN,73.24,40.45,47.95,69.3
alarm_100_bdeu-10-3,23.88,3.0,2.49,0.69,11.0,19.0,2.49,3.36,1.0,21.0,4.97,3.17,-1.0,3.0,2.81,0.4,2.0,13.0,2.81,2.41,0.0,16.0,5.62,2.58,6.38,3.0,2.35,0.72,10.0,14.0,2.35,2.74,1.0,16.0,4.7,2.48,27.63,3.0,2.54,0.73,8.0,17.0,2.54,3.16,1.0,19.0,5.08,2.98,7198.0,3.0,2.4,0.67,3.0,2.81,0.4,4.0,2.0,31.0,16.5,20.51,12.0,2.81,2.33,0.0,15.0,5.62,2.5,3.0,2.81,0.4,2.0,3.0,31.0,11.67,16.74,13.0,2.81,2.41,0.0,16.0,5.62,2.58,875.0,194.54,168.97,37.0,NaN,NaN,NaN,NaN,555.85,369.53,673.69,439.37
alarm_100_bdeu-10-4,24.59,4.0,2.68,0.97,12.0,20.0,2.68,3.58,1.0,22.0,5.35,3.38,-1.0,4.0,3.32,0.78,3.0,18.0,3.32,3.07,0.0,22.0,6.65,3.45,4.83,4.0,2.65,1.14,11.0,11.0,2.65,2.77,2.0,14.0,5.3,2.64,28.01,4.0,2.84,1.04,7.0,21.0,2.84,3.66,1.0,22.0,5.68,3.28,8575.0,4.0,2.66,0.85,4.0,3.24,0.76,3.0,2.0,32.0,17.0,21.21,16.0,3.24,2.92,0.0,20.0,6.49,3.23,4.0,3.32,0.78,3.0,1.0,34.0,34.0,0.0,18.0,3.32,3.07,0.0,22.0,6.65,3.45,1148.0,231.76,219.56,37.0,NaN,NaN,NaN,NaN,709.48,811.23,1038.15,997.06
alarm_100_bdeu-10-5,24.71,5.0,2.7,1.02,12.0,20.0,2.7,3.57,1.0,22.0,5.41,3.37,-1.0,5.0,3.51,1.02,3.0,19.0,3.51,3.3,0.0,24.0,7.03,3.88,7.37,5.0,2.73,0.99,9.0,20.0,2.73,3.53,1.0,22.0,5.46,3.31,28.27,5.0,2.84,1.17,6.0,21.0,2.84,3.78,1.0,23.0,5.68,3.54,8973.0,5.0,2.76,0.96,5.0,3.41,0.93,3.0,1.0,34.0,34.0,0.0,16.0,3.41,2.96,0.0,21.0,6.81,3.46,5.0,3.51,1.02,3.0,1.0,34.0,34.0,0.0,19.0,3.51,3.3,0.0,24.0,7.03,3.88,1193.0,242.51,228.99,37.0,NaN,NaN,NaN,NaN,753.42,914.74,1077.69,1779.56
alarm_100_bdeu-10-6,24.71,5.0,2.7,1.02,12.0,20.0,2.7,3.57,1.0,22.0,5.41,3.37,-1.0,5.0,3.51,1.02,3.0,19.0,3.51,3.3,0.0,24.0,7.03,3.88,8.65,5.0,2.62,1.01,10.0,17.0,2.62,3.37,1.0,20.0,5.24,3.25,28.01,5.0,2.97,1.21,6.0,23.0,2.97,4.11,1.0,24.0,5.95,3.74,9183.0,6.0,2.83,1.07,5.0,3.41,0.93,3.0,1.0,34.0,34.0,0.0,16.0,3.41,2.96,0.0,21.0,6.81,3.46,5.0,3.51,1.02,3.0,1.0,34.0,34.0,0.0,19.0,3.51,3.3,0.0,24.0,7.03,3.88,1193.0,248.19,233.39,37.0,NaN,NaN,NaN,NaN,744.28,831.02,1888.79,1396.54
