Instances,feature_ DIAMETERmean,feature_ DIAMETERcoeffvariation,feature_ DIAMETERmin,feature_ DIAMETERmax,feature_ DIAMETERentropy,feature_ LOBJOISlobjoismeandepthovervars,feature_ LOBJOISlobjoislognumnodesovervars,feature_ BASEnvarsOrig,feature_ BASEnclausesOrig,feature_ BASEnvars,feature_ BASEnclauses,feature_ BASEreducedVars,feature_ BASEreducedClauses,feature_ BASEvarsclausesratio,feature_ BASEPOSNEGRATIOCLAUSEmean,feature_ BASEPOSNEGRATIOCLAUSEcoeffvariation,feature_ BASEPOSNEGRATIOCLAUSEmin,feature_ BASEPOSNEGRATIOCLAUSEmax,feature_ BASEPOSNEGRATIOCLAUSEentropy,feature_ BASEVCGCLAUSEmean,feature_ BASEVCGCLAUSEcoeffvariation,feature_ BASEVCGCLAUSEmin,feature_ BASEVCGCLAUSEmax,feature_ BASEVCGCLAUSEentropy,feature_ BASEUNARY,feature_ BASEBINARY+,feature_ BASETRINARY+,feature_ BASEVCGVARmean,feature_ BASEVCGVARcoeffvariation,feature_ BASEVCGVARmin,feature_ BASEVCGVARmax,feature_ BASEVCGVARentropy,feature_ BASEPOSNEGRATIOVARmean,feature_ BASEPOSNEGRATIOVARstdev,feature_ BASEPOSNEGRATIOVARmin,feature_ BASEPOSNEGRATIOVARmax,feature_ BASEPOSNEGRATIOVARentropy,feature_ BASEHORNYVARmean,feature_ BASEHORNYVARcoeffvariation,feature_ BASEHORNYVARmin,feature_ BASEHORNYVARmax,feature_ BASEHORNYVARentropy,feature_ BASEhornclausesfraction,feature_ BASEVGmean,feature_ BASEVGcoeffvariation,feature_ BASEVGmin,feature_ BASEVGmax,feature_ BASECGmean,feature_ BASECGcoeffvariation,feature_ BASECGmin,feature_ BASECGmax,feature_ BASECGentropy,feature_ BASEclustercoeffmean,feature_ BASEclustercoeffcoeffvariation,feature_ BASEclustercoeffmin,feature_ BASEclustercoeffmax,feature_ BASEclustercoeffentropy,feature_ UNITvarsreduceddepth1,feature_ UNITvarsreduceddepth4,feature_ UNITvarsreduceddepth16,feature_ UNITvarsreduceddepth64,feature_ UNITvarsreduceddepth256,feature_ SPbiasmean,feature_ SPbiascoeffvariation,feature_ SPbiasmin,feature_ SPbiasmax,feature_ SPbiasq90,feature_ SPbiasq10,feature_ SPbiasq75,feature_ SPbiasq25,feature_ SPbiasq50,feature_ SPunconstraintmean,feature_ SPunconstraintcoeffvariation,feature_ SPunconstraintmin,feature_ SPunconstraintmax,feature_ SPunconstraintq90,feature_ SPunconstraintq10,feature_ SPunconstraintq75,feature_ SPunconstraintq25,feature_ SPunconstraintq50,feature_ LSsaps_BestSolution_Mean,feature_ LSsaps_BestSolution_CoeffVariance,feature_ LSsaps_FirstLocalMinStep_Mean,feature_ LSsaps_FirstLocalMinStep_CoeffVariance,feature_ LSsaps_FirstLocalMinStep_Median,feature_ LSsaps_FirstLocalMinStep_Q.10,feature_ LSsaps_FirstLocalMinStep_Q.90,feature_ LSsaps_BestAvgImprovement_Mean,feature_ LSsaps_BestAvgImprovement_CoeffVariance,feature_ LSsaps_FirstLocalMinRatio_Mean,feature_ LSsaps_FirstLocalMinRatio_CoeffVariance,feature_ LSgsat_BestSolution_Mean,feature_ LSgsat_BestSolution_CoeffVariance,feature_ LSgsat_FirstLocalMinStep_Mean,feature_ LSgsat_FirstLocalMinStep_CoeffVariance,feature_ LSgsat_FirstLocalMinStep_Median,feature_ LSgsat_FirstLocalMinStep_Q.10,feature_ LSgsat_FirstLocalMinStep_Q.90,feature_ LSgsat_BestAvgImprovement_Mean,feature_ LSgsat_BestAvgImprovement_CoeffVariance,feature_ LSgsat_FirstLocalMinRatio_Mean,feature_ LSgsat_FirstLocalMinRatio_CoeffVariance,feature_ LP_OBJ,feature_ LPSLackmean,feature_ LPSLackcoeffvariation,feature_ LPSLackmin,feature_ LPSLackmax,feature_ LPlpIntRatio,algo_CTSat+default,algo_CTSat_noproof+default,algo_CaDiCaL-sc2020+default,algo_DurianSat+default,algo_ExMapleLCMDistChronoBT+PADC_DL,algo_ExMapleLCMDistChronoBT+PADC_DL_OVAU_Exp,algo_ExMapleLCMDistChronoBT+PADC_DL_OVAU_Lin,algo_ExMapleLCMDistChronoBT+PSIDS_DL,algo_GlucoseEsbpSel+default,algo_Kissat-sc2020-default+default,algo_Kissat-sc2020-sat+default,algo_Kissat-sc2020-unsat+default,algo_MLCMDCHRONOBT-DL-V2.2SCAVELRFV+default,algo_MLCMDChronoBT-DL-Scavel+default,algo_Maple-LCM-Dist-alluip-trail+default,algo_MapleCOMSPS_LRB_VSIDS_2+LRB_VSIDS_2_init,algo_MapleCOMSPS_LRB_VSIDS_2+default_drup,algo_MapleLCMDistChronoBT-DL-Scavel01+default,algo_MapleLCMDistChronoBT-DL-Scavel02+default,algo_MapleLCMDistChronoBT-DL-f2trc+default,algo_MapleLCMDistChronoBT-DL-v3+default,algo_MapleLCMDistChronoBT-f2trc+default,algo_MapleLCMDistChronoBT-f2trc-s+default,algo_Maple_CM+dist+default,algo_Maple_CM+dist+sattime2s+-+default,algo_Maple_CM+dist+simp2--+default,algo_Maple_CMused+dist+default,algo_Maple_mix+default,algo_Maple_simp+default,algo_ParaFROST+default,algo_ParaFROST_ALL+default,algo_ParaFROST_CBT+default,algo_ParaFROST_HRE+default,algo_PauSat+default,algo_PauSat_noproof+default,algo_PauSat_noproof+noproof,algo_Relaxed_LCMDCBDL+default,algo_Relaxed_LCMDCBDL_newTech+default,algo_Relaxed_LCMDCBDL_noTimePara+default,algo_Riss+NOUNSAT_proof-fixed,algo_Riss+default_proof,algo_Riss-nolimit+NOLIMIT,algo_SLIME+default,algo_SLIME+default-no-drup,algo_Top16-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Top24-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Top36-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_abcdsat_n20+default,algo_cadical-alluip+default,algo_cadical-alluip-trail+default,algo_cadical-trail+default,algo_cryptominisat-ccnr+default,algo_cryptominisat-ccnr-lsids+default,algo_cryptominisat-ccnr-lsids-nolimits+default,algo_cryptominisat-ccnr-nolimits+default,algo_cryptominisat-walksat+default,algo_cryptominisat-walksat-nolimits+default,algo_exp_L_MLD_CBT_DL+default,algo_exp_V_LGB_MLD_CBT_DL+default,algo_exp_V_L_MLD_CBT_DL+default,algo_exp_V_MLD_CBT_DL+default,algo_glucose-3.0-inprocess+default,algo_glucose3.0+proofs,algo_mergesat+default,algo_optsat_m20+default,algo_upGlucose-3.0_PADC+default
Kakuro-easy-041-ext.xml.hg_4.cnf,5.0,0.0,5.0,5.0,0.0,0.020846164,0.069377294,39354.0,2740734.0,30030.0,2738970.0,0.31048951,0.000644038,0.010963976,0.321962928,0.596635549,0.0,1.0,1.097319571,0.00011786,0.15050815,6.66e-05,0.0001665,0.762009549,0.0,0.017474452,0.443367397,0.00011786,0.811850637,2.191e-06,0.000260682,2.114507071,0.200261656,0.173219309,0.0,0.438943894,1.72475412,7.9285e-05,0.656380872,2.191e-06,0.000140564,2.222164703,0.682975717,0.000126699,0.728407985,2.921e-06,0.000250094,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.000765901,0.006759907,0.006759907,0.006759907,0.006759907,0.451521371,0.624575179,0.0,0.991342376,0.908083373,0.0,0.610111137,0.184033523,0.473233864,0.010306714,2.425812318,0.0,0.282262835,0.039451925,0.0,0.004675455,0.0,0.0,1944.0,0.0,0.0,0.0,0.0,0.0,0.0,26.889424622,0.0,1.007746285,0.0,1468.0,0.0,0.0,0.0,0.0,0.0,0.0,25.483936976,0.0,1.005893689,0.0,NaN,NaN,NaN,NaN,NaN,NaN,791.437,793.767,1297.48,670.688,879.642,739.569,711.789,815.054,1179.46,1325.97,987.672,1024.36,743.388,730.58,659.991,817.696,854.92,743.711,738.588,836.062,792.282,854.902,603.196,851.857,1082.07,668.553,839.125,617.136,664.74,2253.32,2282.97,1953.35,2509.03,NaN,NaN,NaN,601.311,672.921,785.16,1672.73,648.91,1033.05,984.948,992.743,3126.91,3130.23,3122.36,983.551,644.069,2125.44,2110.49,1583.6,1799.87,2102.24,2162.91,1850.27,1978.3,2033.89,711.334,791.864,723.424,739.071,1026.14,1078.08,607.321,668.405,914.906
Kakuro-easy-052-ext.xml.hg_4.cnf,5.0,0.0,5.0,5.0,0.0,0.015451445,0.056796717,60358.0,5077475.0,46041.0,5075312.0,0.310961969,0.000426181,0.009071561,0.32233068,0.591049295,0.0,1.0,1.091687577,7.7019e-05,0.148416462,4.344e-05,0.000108599,0.750482407,0.0,0.014426699,0.439673857,7.7019e-05,0.829802274,1.182e-06,0.000173388,2.104745812,0.198023006,0.175544257,0.0,0.443850267,1.698018182,5.186e-05,0.675508698,1.182e-06,9.359e-05,2.221996552,0.683217111,8.3148e-05,0.744001794,1.576e-06,0.000166689,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.000651593,0.005907778,0.024586781,0.029538889,0.029538889,0.514171825,0.592309723,0.0,0.999999422,0.988989173,0.0,0.645599777,0.296713235,0.512690355,0.131440116,1.400089083,0.0,0.5,0.467713951,0.0,0.333333333,1.1e-08,0.002081122,6030.0,0.0,0.0,0.0,0.0,0.0,0.0,41.810433837,0.0,1.013062438,0.0,5477.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88633311,0.0,1.011823909,0.0,NaN,NaN,NaN,NaN,NaN,NaN,315.368,317.089,910.629,308.349,200.517,132.134,308.347,227.383,686.936,386.935,180.967,742.587,252.042,318.261,350.5,511.756,225.158,249.862,216.501,244.104,420.761,193.015,156.355,358.624,991.994,616.169,444.662,250.51,481.181,957.003,NaN,1228.01,NaN,NaN,NaN,NaN,760.031,173.438,171.762,374.483,927.34,359.818,55.9402,301.435,773.588,770.806,773.477,150.596,470.046,232.564,232.312,649.13,1236.19,390.649,446.81,1341.25,772.359,854.66,165.111,467.956,165.344,325.937,381.802,541.155,349.87,487.187,849.086
Kakuro-easy-065-ext.xml.hg_3.cnf,5.0,0.0,5.0,5.0,0.0,0.007679145,0.040887208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000525652,0.004041678,0.004041678,0.004041678,0.004041678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,676680.0,0.0,0.0,0.0,0.0,0.0,0.0,107.48430084,0.0,2.149254669,0.0,108539.0,0.0,0.0,0.0,0.0,0.0,0.0,89.159679408,0.0,1.093815907,0.0,NaN,NaN,NaN,NaN,NaN,NaN,585.094,580.614,1640.4,721.806,670.62,698.721,650.015,735.94,1105.31,1233.81,996.858,2231.71,616.415,629.751,733.184,881.994,735.347,513.785,583.083,637.169,595.687,715.622,534.91,776.512,3192.4,1610.22,1100.53,554.963,720.601,1173.43,2497.82,1939.92,2944.07,NaN,NaN,NaN,538.108,740.674,772.626,1859.21,996.846,856.804,716.408,581.443,2152.3,2168.96,2159.74,731.744,716.087,2790.28,2769.82,3506.02,2948.37,1515.86,1815.5,3451.12,2954.13,3428.86,638.718,554.632,643.672,649.913,546.403,544.929,584.221,726.847,965.051
Kakuro-easy-097-ext.xml.hg_4.cnf,5.0,0.0,5.0,5.0,0.0,0.00949938,0.026349198,131439.0,16847303.0,101409.0,16844069.0,0.296127563,0.000191996,0.006020457,0.320495133,0.586995203,0.0,1.0,1.082778605,3.5015e-05,0.145465441,1.9722e-05,4.9305e-05,0.732733345,0.0,0.009637042,0.439571757,3.5015e-05,0.827272315,3.56e-07,7.8128e-05,2.056388642,0.197287302,0.176268118,0.0,0.441441441,1.579649163,2.3427e-05,0.674180562,3.56e-07,4.1973e-05,2.201432957,0.678929183,3.7418e-05,0.743472205,4.75e-07,7.4744e-05,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.000433887,0.004062756,0.004062756,0.004062756,0.004062756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1054.85,1051.9,2497.95,933.578,1031.96,988.281,996.881,1123.26,1055.77,1544.89,1351.28,1625.52,890.288,900.919,822.372,1077.38,934.325,854.296,897.188,918.019,1089.59,985.47,900.154,1188.78,2523.09,1915.15,1161.41,912.359,889.041,1787.73,2726.1,1831.82,2683.74,NaN,NaN,NaN,846.848,1052.53,1082.49,1512.32,756.937,763.098,1173.41,1195.59,1751.64,1747.6,1752.86,1153.35,911.243,3431.92,3418.28,3156.78,2368.29,2143.74,2416.88,2717.99,2411.8,2709.71,884.395,1119.45,888.248,894.596,819.635,817.005,938.876,892.127,896.394
Kakuro-easy-117-ext.xml.hg_5.cnf,5.0,0.0,5.0,5.0,0.0,0.008266212,0.021285949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000367171,0.001487043,0.01225434,0.019478433,0.019478433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1133979.0,0.0,0.0,0.0,0.0,0.0,0.0,123.626413279,0.0,3.206549721,0.0,682930.0,0.0,0.0,0.0,0.0,0.0,0.0,108.734412402,0.0,1.71591432,0.0,NaN,NaN,NaN,NaN,NaN,NaN,634.954,634.589,956.347,1200.77,328.039,1566.94,437.578,634.01,4966.01,223.398,207.261,NaN,613.139,620.477,1167.72,1212.12,982.232,838.54,627.007,490.887,845.279,483.704,839.999,1067.45,2500.7,1986.43,1514.16,518.971,2040.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1466.26,999.348,960.405,3112.61,3414.6,3128.8,1946.61,1716.67,2373.31,2356.39,2378.52,1194.98,2013.15,1490.14,1491.27,660.981,2161.68,651.433,797.235,2548.06,2211.11,2500.98,1156.81,610.187,1144.45,626.793,4556.84,4376.17,1262.59,2063.22,2369.79
Kakuro-easy-120-ext.xml.hg_6.cnf,5.0,0.0,5.0,5.0,0.0,0.010374025,0.045804011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000350211,0.001400844,0.009385652,0.019744113,0.019744113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1345.69,1325.75,417.265,389.132,842.361,565.635,1072.02,334.275,NaN,215.478,444.52,NaN,281.258,399.335,779.179,543.108,1115.97,760.295,363.052,1037.62,437.651,1031.62,604.482,834.287,2529.78,1865.55,1025.52,339.114,1803.86,2824.99,NaN,3852.81,NaN,NaN,NaN,NaN,286.928,400.764,398.533,2269.7,601.356,2252.61,277.236,689.573,1543.6,1557.04,1544.51,348.871,1765.01,1841.05,1837.57,2090.77,649.229,692.05,827.27,770.487,640.639,771.962,292.997,761.632,294.722,403.466,421.536,424.469,440.257,2341.29,807.022
Kakuro-easy-125-ext.xml.hg_4.cnf,5.0,0.0,5.0,5.0,0.0,0.009419857,0.050745438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000397955,0.003731937,0.011204655,0.011204655,0.011204655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2295.15,2261.37,NaN,1779.96,2273.19,2278.63,2441.4,2356.29,2980.06,4760.56,3128.06,4067.41,2402.31,2246.15,2378.2,2291.21,2123.01,2248.16,2505.92,1888.52,1956.07,1778.24,1944.42,2205.11,NaN,4673.37,2312.33,2075.83,2007.23,NaN,NaN,4588.48,NaN,NaN,NaN,NaN,1936.37,1926.98,2048.11,4192.46,2060.25,2145.61,1869.24,1868.81,4335.35,4330.22,4316.73,2479.02,1974.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2144.0,2745.23,2124.77,2141.46,2391.19,2388.71,1877.49,3312.64,3298.59
Kakuro-easy-126-ext.xml.hg_7.cnf,5.0,0.0,5.0,5.0,0.0,0.006244326,0.017494645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000304199,0.001230943,0.008227512,0.011460507,0.011460507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,382.144,386.638,504.092,668.616,380.48,403.821,301.705,877.247,493.048,162.782,234.504,2262.41,265.64,325.896,390.515,473.426,392.576,513.633,325.262,438.344,319.824,784.141,327.237,813.436,3131.7,1794.69,696.727,490.422,605.604,654.762,NaN,502.261,NaN,NaN,NaN,NaN,343.828,543.868,546.193,433.63,611.221,437.876,369.164,626.662,352.071,350.96,350.998,596.494,602.985,823.129,823.019,950.891,856.636,870.222,1050.05,997.549,862.373,995.029,473.614,340.333,474.604,320.22,1060.35,1055.02,426.748,608.386,593.406
Kakuro-easy-127-ext.xml.hg_6.cnf,NaN,NaN,NaN,NaN,NaN,0.007195389,0.024978217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00031746,0.001269841,0.008564046,0.018730159,0.018730159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2261.04,2264.43,1432.07,2240.44,2603.82,NaN,2704.1,NaN,3602.89,786.573,631.256,NaN,3602.98,937.932,2596.17,4808.15,589.457,1079.69,1495.76,702.048,2899.43,2571.18,578.951,2006.99,NaN,1894.99,1119.19,495.88,991.395,4848.84,NaN,NaN,NaN,NaN,NaN,NaN,488.006,813.432,720.84,NaN,2169.64,NaN,935.971,3310.53,1673.57,1662.58,1658.94,273.039,974.555,1979.31,1969.2,2014.7,736.968,713.762,847.658,866.102,728.92,840.339,NaN,683.997,NaN,914.209,3997.36,NaN,1234.59,997.875,2173.97
Kakuro-easy-132-ext.xml.hg_9.cnf,5.0,0.0,5.0,5.0,0.0,0.009219723,0.03855969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000256643,0.001039734,0.005586923,0.015141943,0.015141943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1818209.0,0.0,0.0,0.0,0.0,0.0,0.0,142.245789713,0.0,6.818008153,0.0,1461106.0,0.0,0.0,0.0,0.0,0.0,0.0,131.232457007,0.0,3.200775713,0.0,NaN,NaN,NaN,NaN,NaN,NaN,910.38,919.832,192.626,779.061,480.571,706.761,838.369,1643.33,3952.5,222.156,132.522,NaN,738.914,543.797,484.552,997.287,918.092,438.378,527.283,944.162,632.027,726.279,281.396,803.589,NaN,2068.94,1107.17,1015.36,821.262,2046.0,NaN,2270.05,NaN,NaN,NaN,NaN,665.11,788.614,887.319,2068.05,1640.44,2062.36,365.198,498.536,327.533,328.162,328.347,579.06,804.571,1088.79,1086.01,271.824,614.49,804.826,924.985,736.671,605.637,698.909,404.987,362.783,403.377,529.578,4804.84,4839.44,398.812,831.122,3001.84
Kakuro-easy-148-ext.xml.hg_8.cnf,5.0,0.0,5.0,5.0,0.0,0.011188634,0.031911295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000295046,0.001180184,0.007835872,0.027624537,0.027624537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1597548.0,0.0,0.0,0.0,0.0,0.0,0.0,137.592372288,0.0,5.062537032,0.0,1022124.0,0.0,0.0,0.0,0.0,0.0,0.0,118.630618494,0.0,2.055238437,0.0,NaN,NaN,NaN,NaN,NaN,NaN,416.049,430.217,406.408,319.326,567.33,342.429,446.647,759.411,600.382,38.8058,157.343,1725.77,515.086,360.431,389.176,472.697,305.258,304.484,485.277,292.77,384.537,597.251,685.227,722.026,4206.23,1761.3,805.796,475.482,582.825,335.167,NaN,823.673,NaN,NaN,NaN,NaN,763.338,486.907,486.458,1073.38,985.268,1071.95,715.233,567.111,374.744,372.705,374.636,299.808,573.348,1920.72,1924.13,815.402,385.66,733.006,848.716,441.847,381.989,434.702,413.737,313.74,415.868,349.858,481.291,471.384,357.04,589.631,464.566
Kakuro-easy-149-ext.xml.hg_4.cnf,5.0,0.0,5.0,5.0,0.0,0.005989408,0.026236673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000397955,0.003749624,0.003749624,0.003749624,0.003749624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2145.03,2134.67,NaN,1998.82,1978.93,2059.11,2317.19,2163.99,2757.38,4512.47,4006.8,4025.18,1788.75,3526.5,1539.0,3437.3,2163.51,2328.31,2267.53,2311.33,2443.88,1897.52,1910.55,2623.09,4957.1,4316.54,2323.94,2069.56,2281.73,NaN,NaN,4900.12,NaN,NaN,NaN,NaN,2136.82,2334.01,2462.37,4045.67,2001.79,2057.42,1931.49,1804.81,NaN,NaN,NaN,2096.3,2250.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2075.72,2231.64,2066.28,3076.09,NaN,2617.18,1919.56,2891.64,2463.26
Kakuro-easy-154-ext.xml.hg_4.cnf,5.0,0.0,5.0,5.0,0.0,0.011245267,0.040901837,132979.0,16897051.0,102333.0,16893817.0,0.299473288,0.000191431,0.006057423,0.32099942,0.586087734,0.0,1.0,1.082809242,3.471e-05,0.145407512,1.9544e-05,4.886e-05,0.732558195,0.0,0.009672829,0.438414421,3.471e-05,0.83338256,3.55e-07,7.8017e-05,2.068497481,0.196727874,0.176864868,0.0,0.443447038,1.581866625,2.3261e-05,0.680420214,3.55e-07,4.1968e-05,2.190439033,0.679879035,3.7221e-05,0.748403907,4.74e-07,7.4761e-05,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.000439741,0.004143336,0.012175935,0.012175935,0.012175935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1082006.0,0.0,0.0,0.0,0.0,0.0,0.0,121.868822292,0.0,3.333976863,0.0,552008.0,0.0,0.0,0.0,0.0,0.0,0.0,101.695917313,0.0,1.561036194,0.0,NaN,NaN,NaN,NaN,NaN,NaN,2428.81,2427.73,4990.8,1732.3,2058.13,1937.38,1952.62,1914.28,2910.62,3276.31,2660.84,2460.69,2110.47,2042.94,2330.42,2136.07,2283.64,2240.8,2119.67,1645.12,1842.79,1609.23,1610.93,2313.69,NaN,4712.73,2900.43,1978.74,1950.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2622.63,2206.52,2144.24,4416.42,2332.38,2089.63,2283.15,1900.83,NaN,NaN,NaN,2366.19,1928.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2687.94,2153.72,2681.02,1994.58,2601.53,2594.91,1967.33,3239.3,2732.04
