Instances,feature_ EXIST_VARS,feature_ FORALL_VARS,feature_ TOTAL_VARS,feature_ CLAUSES,feature_ LITERALS,feature_ EXIST_SET,feature_ FORALL_SET,feature_ TOTAL_SET,feature_ UNARY_CLAUSES,feature_ BINARY_CLAUSES,feature_ TERNARY_MORE_CLAUSES,feature_ POS_HORN,feature_ NEG_HORN,feature_ EXIST_LIT_PER_CLAUSE,feature_ FORALL_LIT_PER_CLAUSE,feature_ EXIST_VARS_PER_SET,feature_ FORALL_POS_LITS_PER_CLAUSE,feature_ FORALL_NEG_LITS_PER_CLAUSE,feature_ OCCS_POS_NO_PER_VAR,feature_ OCCS_FORALL_NO_PER_VAR,feature_ OCCS_FORALL_POS_NO_PER_VAR,feature_ W_OCCS_POS_NO_PER_VAR,feature_ W_OCCS_FORALL_NO_PER_VAR,feature_ W_OCCS_FORALL_POS_NO_PER_VAR,feature_ W_PRODUCTS,feature_ LITN_LIT,feature_ LITEP_LIT,feature_ LITEN_LITE,feature_ LITEN_LITN,feature_ LITFN_LIT,feature_ LITFP_LITFN,feature_ OCCP_OCCN,feature_ OCCE_OCC,feature_ OCCEN_OCC,feature_ OCCFP_OCCF,feature_ OCCEN_OCCE,feature_ OCCEN_OCCN,feature_ OCCFP_OCCFN,feature_ TERMORE_CLAUSE,feature_ NEG_HORN_CLAUSE,feature_ WOCCN_WOCC,feature_ WOCCEP_WOCC,feature_ WOCCFN_WOCC,feature_ WOCCEP_WOCCE,feature_ WOCCEP_WOCCP,feature_ WOCCFN_WOCCN,algo_bcghostq,algo_brareqs,algo_cbdepqbf,algo_cghostq,algo_depqbf,algo_dual_ooq13,algo_ghostq,algo_hiqqer1,algo_hiqqer3,algo_ooq13,algo_pre_dual_ooq13,algo_rareqs,algo_sqube,algo_xbdepqbf
applications/bomb/p10-5.pddl_planlen=25,2925.0,10.0,2935.0,45540.0,100480.0,2.0,1.0,3.0,1185.0,39820.0,4535.0,42380.0,3195.0,2.200483,0.005929,1462.5,0.003513,0.002415,3.982964,27.0,16.0,9.172061,54.0,32.0,227.88547,0.883658,0.114749,0.884942,0.998761,0.001095,1.454545,0.131659,1.000723,0.885581,0.592593,0.884942,1.002176,1.454545,0.099583,0.070158,0.795658,0.202603,0.490132,0.202744,0.991491,0.616008,9.36115,0.232212,0.353692,9.08968,0.407438,2.65641,8.43411,0.388148,1.84478,0.676896,0.297344,10.4888,NaN,1.00767
applications/bomb/p10-5.pddl_planlen=4,510.0,10.0,520.0,7194.0,15640.0,2.0,1.0,3.0,240.0,6325.0,629.0,6785.0,549.0,2.136503,0.037531,255.0,0.022241,0.015291,3.298077,27.0,16.0,7.144231,54.0,32.0,163.107843,0.890345,0.099425,0.898829,0.992101,0.007033,1.454545,0.12316,1.002006,0.900632,0.592593,0.898829,1.011553,1.454545,0.087434,0.076314,0.812468,0.174738,0.577486,0.176181,0.931782,0.71078,4.63104,0.083217,0.0845,4.63413,0.158491,0.322571,3.07433,0.161357,0.147686,0.385835,0.375482,0.051393,0.550629,0.878688
applications/bomb/p10-5.pddl_planlen=5,625.0,10.0,635.0,9020.0,19680.0,2.0,1.0,3.0,285.0,7920.0,815.0,8480.0,675.0,2.151885,0.029933,312.5,0.017738,0.012195,3.448819,27.0,16.0,7.590551,54.0,32.0,177.544,0.88872,0.10315,0.895415,0.993711,0.005589,1.454545,0.125214,1.002061,0.89726,0.592593,0.895415,1.00961,1.454545,0.090355,0.074834,0.808274,0.181862,0.555688,0.182927,0.948548,0.6875,5.43473,1.62862,0.165697,5.43712,8.87693,5.62385,12.6721,1.75378,1.76289,6.71717,7.16663,0.093966,27.3953,15.0131
applications/bomb/p10-5.pddl_planlen=6,740.0,10.0,750.0,10846.0,23720.0,2.0,1.0,3.0,330.0,9515.0,1001.0,10175.0,801.0,2.162087,0.024894,370.0,0.014752,0.010142,3.553333,27.0,16.0,7.9,54.0,32.0,187.493243,0.887648,0.105607,0.893177,0.994776,0.004637,1.454545,0.126573,1.001977,0.894943,0.592593,0.893177,1.008219,1.454545,0.092292,0.073852,0.805546,0.186437,0.541516,0.18727,0.958775,0.672235,5.95494,27.9998,1.80705,5.87303,202.748,187.176,272.396,226.334,74.9453,167.932,149.657,0.506505,NaN,318.51
applications/bomb/p10-5.pddl_planlen=8,970.0,10.0,980.0,14498.0,31800.0,2.0,1.0,3.0,420.0,12705.0,1373.0,13565.0,1053.0,2.174783,0.018623,485.0,0.011036,0.007587,3.688776,27.0,16.0,8.30102,54.0,32.0,200.314433,0.886321,0.108648,0.890422,0.996097,0.003459,1.454545,0.12826,1.001731,0.891963,0.592593,0.890422,1.006366,1.454545,0.094703,0.072631,0.802212,0.191966,0.524192,0.192535,0.970568,0.653432,NaN,NaN,NaN,NaN,NaN,30.2042,NaN,NaN,NaN,NaN,NaN,12.8698,NaN,NaN
applications/bomb/p20-1.pddl_planlen=11,1219.0,20.0,1239.0,4611.0,10154.0,2.0,1.0,3.0,777.0,2951.0,883.0,3959.0,1449.0,2.171763,0.030362,609.5,0.01735,0.013012,1.964487,7.0,4.0,4.729621,14.0,8.0,47.14274,0.760292,0.23183,0.764929,0.992228,0.005909,1.333333,0.315285,1.002393,0.76676,0.571429,0.764929,1.008507,1.333333,0.191499,0.314249,0.666591,0.329627,0.422963,0.329556,0.988655,0.634517,2.0162,0.053155,0.478463,1.96927,0.367812,0.214208,1.46253,0.115106,0.105064,0.269632,0.262217,0.09732,0.862758,0.358963
applications/bomb/p20-1.pddl_planlen=16,1744.0,20.0,1764.0,6706.0,14854.0,2.0,1.0,3.0,1092.0,4301.0,1313.0,5729.0,2079.0,2.194154,0.020877,872.0,0.01193,0.008947,2.028912,7.0,4.0,4.9178,14.0,8.0,49.390482,0.759055,0.235559,0.762199,0.994678,0.004039,1.333333,0.317428,1.001935,0.763674,0.571429,0.762199,1.006085,1.333333,0.195795,0.310021,0.664098,0.333488,0.40982,0.33332,0.992813,0.617107,8.14742,24.6445,263.119,8.07489,282.228,406.881,75.3247,362.089,606.243,491.574,461.534,0.380404,NaN,517.557
applications/bomb/p20-1.pddl_planlen=19,2059.0,20.0,2079.0,7963.0,17674.0,2.0,1.0,3.0,1281.0,5111.0,1571.0,6791.0,2457.0,2.201934,0.017581,1029.5,0.010046,0.007535,2.051948,7.0,4.0,4.985089,14.0,8.0,50.188927,0.758628,0.236845,0.761264,0.995525,0.003395,1.333333,0.318168,1.001715,0.76257,0.571429,0.761264,1.005195,1.333333,0.197287,0.308552,0.663244,0.334778,0.405316,0.334601,0.994125,0.611111,160.176,NaN,NaN,162.835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0806,NaN,NaN
applications/bomb/p20-1.pddl_planlen=20,2164.0,20.0,2184.0,8382.0,18614.0,2.0,1.0,3.0,1344.0,5381.0,1657.0,7145.0,2583.0,2.204009,0.016702,1082.0,0.009544,0.007158,2.05815,7.0,4.0,5.003205,14.0,8.0,50.40342,0.758515,0.237187,0.761015,0.99575,0.003223,1.333333,0.318365,1.001651,0.762272,0.571429,0.761015,1.004953,1.333333,0.197686,0.30816,0.663017,0.335117,0.40412,0.334941,0.994464,0.609517,170.994,NaN,NaN,182.863,NaN,NaN,847.096,NaN,NaN,NaN,NaN,1.40176,NaN,NaN
applications/bomb/p20-1.pddl_planlen=22,2374.0,20.0,2394.0,9220.0,20494.0,2.0,1.0,3.0,1470.0,5921.0,1829.0,7853.0,2835.0,2.207592,0.015184,1187.0,0.008677,0.006508,2.068922,7.0,4.0,5.03467,14.0,8.0,50.775484,0.75832,0.237777,0.760588,0.996139,0.002928,1.333333,0.318705,1.001536,0.761756,0.571429,0.760588,1.004531,1.333333,0.198373,0.307484,0.662627,0.335699,0.40206,0.335524,0.995038,0.606767,237.549,NaN,NaN,237.618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.4865,NaN,NaN
applications/bomb/p20-1.pddl_planlen=24,2584.0,20.0,2604.0,10058.0,22374.0,2.0,1.0,3.0,1596.0,6461.0,2001.0,8561.0,3087.0,2.210579,0.013919,1292.0,0.007954,0.005965,2.077957,7.0,4.0,5.06106,14.0,8.0,51.087074,0.758157,0.238268,0.760232,0.996463,0.002682,1.333333,0.318988,1.001434,0.761322,0.571429,0.760232,1.004175,1.333333,0.198946,0.30692,0.662302,0.33618,0.400348,0.336009,0.995505,0.60448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.9983,NaN,NaN
applications/bomb/p20-1.pddl_planlen=25,2689.0,20.0,2709.0,10477.0,23314.0,2.0,1.0,3.0,1659.0,6731.0,2087.0,8915.0,3213.0,2.211893,0.013363,1344.5,0.007636,0.005727,2.081949,7.0,4.0,5.072721,14.0,8.0,51.224619,0.758085,0.238483,0.760076,0.996605,0.002574,1.333333,0.319113,1.001388,0.761131,0.571429,0.760076,1.004018,1.333333,0.199198,0.306672,0.66216,0.33639,0.399597,0.336221,0.995708,0.603475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.1324,NaN,NaN
applications/bomb/p20-1.pddl_planlen=26,2794.0,20.0,2814.0,10896.0,24254.0,2.0,1.0,3.0,1722.0,7001.0,2173.0,9269.0,3339.0,2.213106,0.012849,1397.0,0.007342,0.005507,2.085643,7.0,4.0,5.083511,14.0,8.0,51.351825,0.758019,0.238682,0.759932,0.996736,0.002474,1.333333,0.319228,1.001345,0.760954,0.571429,0.759932,1.003871,1.333333,0.199431,0.306443,0.662028,0.336584,0.398904,0.336417,0.995893,0.602548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.3055,NaN,NaN
applications/bomb/p20-1.pddl_planlen=27,2899.0,20.0,2919.0,11315.0,25194.0,2.0,1.0,3.0,1785.0,7271.0,2259.0,9623.0,3465.0,2.214229,0.012373,1449.5,0.00707,0.005303,2.089072,7.0,4.0,5.093525,14.0,8.0,51.469817,0.757958,0.238866,0.759799,0.996858,0.002382,1.333333,0.319334,1.001304,0.760789,0.571429,0.759799,1.003735,1.333333,0.199646,0.306231,0.661906,0.336763,0.398263,0.336598,0.996063,0.60169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/bomb/p20-1.pddl_planlen=28,3004.0,20.0,3024.0,11734.0,26134.0,2.0,1.0,3.0,1848.0,7541.0,2345.0,9977.0,3591.0,2.215272,0.011931,1502.0,0.006818,0.005113,2.092262,7.0,4.0,5.102844,14.0,8.0,51.579561,0.757902,0.239037,0.759675,0.996971,0.002296,1.333333,0.319433,1.001265,0.760636,0.571429,0.759675,1.003608,1.333333,0.199847,0.306034,0.661794,0.336928,0.397668,0.336766,0.99622,0.600894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/bomb/p20-1.pddl_planlen=32,3424.0,20.0,3444.0,13410.0,29894.0,2.0,1.0,3.0,2100.0,8621.0,2689.0,11393.0,4095.0,2.218792,0.01044,1712.0,0.005966,0.004474,2.103078,7.0,4.0,5.134437,14.0,8.0,51.951227,0.757711,0.239613,0.759259,0.997351,0.002007,1.333333,0.319765,1.001131,0.760118,0.571429,0.759259,1.003177,1.333333,0.200522,0.305369,0.661414,0.337482,0.395665,0.337331,0.99674,0.598211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/bomb/p20-1.pddl_planlen=4,484.0,20.0,504.0,1678.0,3574.0,2.0,1.0,3.0,336.0,1061.0,281.0,1481.0,567.0,2.046484,0.083433,242.0,0.047676,0.035757,1.64881,7.0,4.0,3.80754,14.0,8.0,35.803719,0.767487,0.210129,0.781305,0.978126,0.016788,1.333333,0.302953,1.000532,0.78172,0.571429,0.781305,1.018545,1.333333,0.167461,0.337902,0.681547,0.303964,0.501825,0.306126,0.9545,0.736304,0.330478,0.025629,0.044225,0.316197,0.012117,0.007592,0.29958,0.036774,0.025696,0.008952,0.038043,0.023107,0.056995,0.033179
applications/bomb/p20-1.pddl_planlen=41,4369.0,20.0,4389.0,17181.0,38354.0,2.0,1.0,3.0,2667.0,11051.0,3463.0,14579.0,5229.0,2.224201,0.008149,2184.5,0.004656,0.003492,2.119845,7.0,4.0,5.183413,14.0,8.0,52.526207,0.757418,0.240496,0.758622,0.997935,0.001564,1.333333,0.320275,1.000911,0.759313,0.571429,0.758622,1.002503,1.333333,0.20156,0.304348,0.660832,0.338324,0.392599,0.338194,0.997513,0.594098,4.2149,0.152081,0.19809,4.06558,274.231,NaN,6.5407,0.467983,2.38831,NaN,0.129958,NaN,NaN,0.584983
applications/bomb/p20-1.pddl_planlen=42,4474.0,20.0,4494.0,17600.0,39294.0,2.0,1.0,3.0,2730.0,11321.0,3549.0,14933.0,5355.0,2.224659,0.007955,2237.0,0.004545,0.003409,2.121273,7.0,4.0,5.187583,14.0,8.0,52.575101,0.757393,0.240571,0.758569,0.997984,0.001527,1.333333,0.320319,1.000891,0.759245,0.571429,0.758569,1.002445,1.333333,0.201648,0.304261,0.660783,0.338394,0.392341,0.338267,0.997576,0.593751,3.91904,0.14622,0.185527,3.77204,542.114,NaN,3.827,0.201354,2.20293,NaN,0.128941,NaN,NaN,0.613025
applications/bomb/p20-1.pddl_planlen=43,4579.0,20.0,4599.0,18019.0,40234.0,2.0,1.0,3.0,2793.0,11591.0,3635.0,15287.0,5481.0,2.225096,0.00777,2289.5,0.00444,0.00333,2.122635,7.0,4.0,5.191563,14.0,8.0,52.621751,0.757369,0.240642,0.758517,0.998031,0.001491,1.333333,0.32036,1.000873,0.75918,0.571429,0.758517,1.00239,1.333333,0.201732,0.304179,0.660737,0.338462,0.392094,0.338336,0.997637,0.593419,4.42296,0.149411,0.217657,4.26938,285.199,NaN,3.5694,0.207413,2.29048,NaN,0.124561,NaN,NaN,0.629504
applications/bomb/p20-1.pddl_planlen=44,4684.0,20.0,4704.0,18438.0,41174.0,2.0,1.0,3.0,2856.0,11861.0,3721.0,15641.0,5607.0,2.225513,0.007593,2342.0,0.004339,0.003254,2.123937,7.0,4.0,5.195366,14.0,8.0,52.666311,0.757347,0.24071,0.758469,0.998076,0.001457,1.333333,0.320399,1.000855,0.759117,0.571429,0.758469,1.002338,1.333333,0.201811,0.3041,0.660692,0.338526,0.391858,0.338402,0.997695,0.593103,4.26194,0.142354,0.188407,4.07808,620.544,NaN,4.13277,0.197042,2.37678,NaN,0.129984,NaN,NaN,0.657617
applications/bomb/p20-1.pddl_planlen=45,4789.0,20.0,4809.0,18857.0,42114.0,2.0,1.0,3.0,2919.0,12131.0,3807.0,15995.0,5733.0,2.225911,0.007424,2394.5,0.004242,0.003182,2.125182,7.0,4.0,5.199002,14.0,8.0,52.708916,0.757325,0.240775,0.758422,0.998119,0.001425,1.333333,0.320436,1.000838,0.759057,0.571429,0.758422,1.002287,1.333333,0.201888,0.304025,0.660649,0.338587,0.391634,0.338465,0.99775,0.592801,4.3022,0.153627,0.183817,4.20059,304.915,NaN,3.87942,0.219907,2.46133,NaN,0.125495,NaN,NaN,0.689966
applications/bomb/p20-1.pddl_planlen=49,5209.0,20.0,5229.0,20533.0,45874.0,2.0,1.0,3.0,3171.0,13211.0,4151.0,17411.0,6237.0,2.227341,0.006818,2604.5,0.003896,0.002922,2.129662,7.0,4.0,5.212086,14.0,8.0,52.862162,0.757248,0.241008,0.758254,0.998273,0.001308,1.333333,0.320571,1.000776,0.758843,0.571429,0.758254,1.002106,1.333333,0.202162,0.303755,0.660496,0.338806,0.390827,0.338692,0.997946,0.591717,4.84974,0.168429,0.199224,4.69919,329.266,NaN,4.06901,0.23553,2.85367,NaN,0.135725,NaN,NaN,0.802404
applications/bomb/p20-1.pddl_planlen=6,694.0,20.0,714.0,2516.0,5454.0,2.0,1.0,3.0,462.0,1601.0,453.0,2189.0,819.0,2.112083,0.055644,347.0,0.031797,0.023847,1.805322,7.0,4.0,4.264706,14.0,8.0,41.494236,0.76366,0.221672,0.772488,0.985594,0.011001,1.333333,0.309484,1.002409,0.774349,0.571429,0.772488,1.013998,1.333333,0.180048,0.325517,0.673493,0.318265,0.459361,0.318925,0.974759,0.682057,0.493815,0.025835,0.04055,0.462654,0.013688,0.012373,0.453342,0.052883,0.033374,0.007683,0.042278,0.02075,0.034544,0.041481
applications/bomb/p20-1.pddl_planlen=8,904.0,20.0,924.0,3354.0,7334.0,2.0,1.0,3.0,588.0,2141.0,625.0,2897.0,1071.0,2.144902,0.041741,452.0,0.023852,0.017889,1.890693,7.0,4.0,4.514069,14.0,8.0,44.540929,0.761794,0.227298,0.768279,0.989261,0.008181,1.333333,0.31269,1.002612,0.770286,0.571429,0.768279,1.011147,1.333333,0.186345,0.31932,0.66965,0.324706,0.439094,0.324883,0.982915,0.655707,0.731385,0.034837,0.050518,0.707717,0.020593,0.016531,0.633991,0.046903,0.046802,0.014063,0.048032,0.027423,0.063786,0.059211
applications/bomb/p20-1.pddl_planlen=9,1009.0,20.0,1029.0,3773.0,8274.0,2.0,1.0,3.0,651.0,2411.0,711.0,3251.0,1197.0,2.155844,0.037106,504.5,0.021203,0.015902,1.920311,7.0,4.0,4.600583,14.0,8.0,45.588702,0.76118,0.229152,0.766904,0.990473,0.007252,1.333333,0.31375,1.002566,0.768872,0.571429,0.766904,1.010106,1.333333,0.188444,0.317254,0.668395,0.326749,0.432474,0.326808,0.985354,0.647034,0.930096,0.035839,0.068143,0.902226,0.023085,0.0273,0.821419,0.055742,0.055835,0.020121,0.059299,0.037171,0.08974,0.071092
applications/bomb/p20-10.pddl_planlen=10,3400.0,20.0,3420.0,230740.0,476260.0,2.0,1.0,3.0,1020.0,223440.0,6280.0,226560.0,3600.0,2.059548,0.004507,1700.0,0.002687,0.00182,4.921053,52.0,31.0,10.961988,104.0,62.0,703.670588,0.964662,0.034036,0.965889,0.999086,0.000882,1.47619,0.036632,1.003686,0.96945,0.596154,0.965889,1.004963,1.47619,0.027217,0.015602,0.927651,0.070368,0.277201,0.070238,0.972612,0.29882,NaN,NaN,NaN,NaN,NaN,45.5825,NaN,NaN,NaN,NaN,NaN,91.3535,NaN,NaN
applications/bomb/p20-10.pddl_planlen=13,4390.0,20.0,4410.0,300118.0,619750.0,2.0,1.0,3.0,1290.0,290535.0,8293.0,294555.0,4653.0,2.061556,0.003465,2195.0,0.002066,0.001399,5.006803,52.0,31.0,11.229025,104.0,62.0,721.813212,0.964373,0.034627,0.965315,0.999297,0.000678,1.47619,0.036943,1.00287,0.968085,0.596154,0.965315,1.00385,1.47619,0.027632,0.015504,0.926682,0.071808,0.274233,0.071703,0.979401,0.295931,NaN,NaN,NaN,NaN,NaN,28.6212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/bomb/p20-10.pddl_planlen=16,5380.0,20.0,5400.0,369496.0,763240.0,2.0,1.0,3.0,1560.0,357630.0,10306.0,362550.0,5706.0,2.06281,0.002815,2690.0,0.001678,0.001137,5.061111,52.0,31.0,11.398148,104.0,62.0,733.27881,0.964192,0.034996,0.964957,0.999429,0.00055,1.47619,0.037138,1.00235,0.967224,0.596154,0.964957,1.003145,1.47619,0.027892,0.015443,0.926078,0.072702,0.272387,0.072614,0.983496,0.294129,NaN,NaN,NaN,NaN,NaN,21.5116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/bomb/p20-10.pddl_planlen=18,6040.0,20.0,6060.0,415748.0,858900.0,2.0,1.0,3.0,1740.0,402360.0,11648.0,407880.0,6408.0,2.063413,0.002502,3020.0,0.001491,0.00101,5.087459,52.0,31.0,11.480198,104.0,62.0,738.834437,0.964105,0.035173,0.964784,0.999493,0.000489,1.47619,0.037231,1.002096,0.966807,0.596154,0.964784,1.002802,1.47619,0.028017,0.015413,0.925789,0.07313,0.2715,0.073051,0.985428,0.293263,NaN,NaN,NaN,NaN,NaN,4.1773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/bomb/p20-10.pddl_planlen=20,6700.0,20.0,6720.0,462000.0,954560.0,2.0,1.0,3.0,1920.0,447090.0,12990.0,453210.0,7110.0,2.063896,0.002251,3350.0,0.001342,0.000909,5.108631,52.0,31.0,11.546131,104.0,62.0,743.295522,0.964036,0.035315,0.964647,0.999544,0.00044,1.47619,0.037306,1.001892,0.966472,0.596154,0.964647,1.002527,1.47619,0.028117,0.01539,0.925557,0.073472,0.270791,0.073399,0.986956,0.292571,NaN,NaN,NaN,NaN,NaN,4.14548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/bomb/p20-10.pddl_planlen=21,7030.0,20.0,7050.0,485126.0,1002390.0,2.0,1.0,3.0,2010.0,469455.0,13661.0,475875.0,7461.0,2.064103,0.002144,3515.0,0.001278,0.000866,5.11773,52.0,31.0,11.574468,104.0,62.0,745.211949,0.964006,0.035375,0.964588,0.999565,0.000419,1.47619,0.037338,1.001804,0.966328,0.596154,0.964588,1.002409,1.47619,0.02816,0.01538,0.925458,0.073618,0.270488,0.073549,0.987606,0.292274,NaN,NaN,NaN,NaN,NaN,9.07696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/bomb/p20-10.pddl_planlen=22,7360.0,20.0,7380.0,508252.0,1050220.0,2.0,1.0,3.0,2100.0,491820.0,14332.0,498540.0,7812.0,2.064291,0.002046,3680.0,0.00122,0.000826,5.126016,52.0,31.0,11.600271,104.0,62.0,746.956522,0.963979,0.035431,0.964534,0.999585,0.0004,1.47619,0.037367,1.001724,0.966197,0.596154,0.964534,1.002301,1.47619,0.028199,0.01537,0.925368,0.073751,0.270212,0.073684,0.988194,0.292005,NaN,NaN,NaN,NaN,NaN,30.4372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/bomb/p20-10.pddl_planlen=25,8350.0,20.0,8370.0,577630.0,1193710.0,2.0,1.0,3.0,2370.0,558915.0,16345.0,566535.0,8865.0,2.064765,0.0018,4175.0,0.001073,0.000727,5.146953,52.0,31.0,11.665472,104.0,62.0,751.362874,0.963911,0.03557,0.964399,0.999635,0.000352,1.47619,0.03744,1.001522,0.965867,0.596154,0.964399,1.002029,1.47619,0.028297,0.015347,0.925142,0.074085,0.269518,0.074026,0.989665,0.291326,NaN,NaN,NaN,NaN,NaN,9.80927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/bomb/p20-10.pddl_planlen=27,9010.0,20.0,9030.0,623882.0,1289370.0,2.0,1.0,3.0,2550.0,603645.0,17687.0,611865.0,9567.0,2.065022,0.001667,4505.0,0.000994,0.000673,5.158361,52.0,31.0,11.700997,104.0,62.0,753.762486,0.963874,0.035645,0.964326,0.999662,0.000326,1.47619,0.03748,1.001411,0.965687,0.596154,0.964326,1.001881,1.47619,0.02835,0.015335,0.925019,0.074266,0.269141,0.074211,0.990458,0.290957,NaN,NaN,NaN,NaN,NaN,12.2751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/bomb/p20-10.pddl_planlen=28,9340.0,20.0,9360.0,647008.0,1337200.0,2.0,1.0,3.0,2640.0,626010.0,18358.0,634530.0,9918.0,2.065137,0.001607,4670.0,0.000958,0.000649,5.163462,52.0,31.0,11.71688,104.0,62.0,754.835118,0.963857,0.035679,0.964293,0.999674,0.000314,1.47619,0.037498,1.001362,0.965606,0.596154,0.964293,1.001815,1.47619,0.028374,0.015329,0.924964,0.074347,0.268973,0.074294,0.99081,0.290793,NaN,NaN,NaN,NaN,NaN,12.189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/bomb/p20-10.pddl_planlen=31,10330.0,20.0,10350.0,716386.0,1480690.0,2.0,1.0,3.0,2910.0,693105.0,20371.0,702525.0,10971.0,2.065437,0.001452,5165.0,0.000865,0.000586,5.176812,52.0,31.0,11.758454,104.0,62.0,757.64182,0.963814,0.035767,0.964208,0.999706,0.000284,1.47619,0.037544,1.001232,0.965396,0.596154,0.964208,1.001641,1.47619,0.028436,0.015314,0.92482,0.074558,0.268534,0.074509,0.991727,0.290363,NaN,13.6086,20.1923,NaN,NaN,NaN,NaN,19.0015,58.8149,NaN,8.47325,NaN,NaN,33.7658
applications/bomb/p20-10.pddl_planlen=33,10990.0,20.0,11010.0,762638.0,1576350.0,2.0,1.0,3.0,3090.0,737835.0,21713.0,747855.0,11673.0,2.065606,0.001364,5495.0,0.000813,0.000551,5.184378,52.0,31.0,11.782016,104.0,62.0,759.232029,0.96379,0.035817,0.964159,0.999724,0.000266,1.47619,0.037571,1.001159,0.965277,0.596154,0.964159,1.001543,1.47619,0.028471,0.015306,0.924739,0.074677,0.268286,0.074631,0.992243,0.29012,NaN,14.6218,19.5087,NaN,NaN,NaN,560.531,13.6244,59.5146,NaN,9.08204,NaN,NaN,37.9286
applications/bomb/p20-10.pddl_planlen=35,11650.0,20.0,11670.0,808890.0,1672010.0,2.0,1.0,3.0,3270.0,782565.0,23055.0,793185.0,12375.0,2.065757,0.001286,5825.0,0.000766,0.000519,5.191088,52.0,31.0,11.802913,104.0,62.0,760.64206,0.963768,0.035861,0.964117,0.999739,0.000251,1.47619,0.037594,1.001094,0.965171,0.596154,0.964117,1.001456,1.47619,0.028502,0.015299,0.924668,0.074782,0.268066,0.074739,0.992699,0.289905,363.764,15.3785,20.8801,351.005,NaN,NaN,461.16,14.0286,60.6583,NaN,9.75525,NaN,NaN,40.4788
applications/bomb/p20-10.pddl_planlen=37,12310.0,20.0,12330.0,855142.0,1767670.0,2.0,1.0,3.0,3450.0,827295.0,24397.0,838515.0,13077.0,2.065891,0.001216,6155.0,0.000725,0.000491,5.19708,52.0,31.0,11.821573,104.0,62.0,761.900894,0.963749,0.0359,0.964078,0.999753,0.000238,1.47619,0.037615,1.001035,0.965077,0.596154,0.964078,1.001378,1.47619,0.02853,0.015292,0.924604,0.074876,0.26787,0.074835,0.993104,0.289714,396.439,16.7796,22.5687,380.927,NaN,NaN,512.46,15.0542,66.611,NaN,10.4526,NaN,NaN,45.681
applications/bomb/p20-10.pddl_planlen=38,12640.0,20.0,12660.0,878268.0,1815500.0,2.0,1.0,3.0,3540.0,849660.0,25068.0,861180.0,13428.0,2.065953,0.001184,6320.0,0.000706,0.000478,5.199842,52.0,31.0,11.830174,104.0,62.0,762.481013,0.96374,0.035918,0.964061,0.99976,0.000231,1.47619,0.037624,1.001009,0.965033,0.596154,0.964061,1.001342,1.47619,0.028543,0.015289,0.924574,0.07492,0.26778,0.07488,0.99329,0.289625,316.495,17.4545,23.4467,296.356,NaN,NaN,348.124,15.1337,68.5213,NaN,10.8494,NaN,NaN,46.3952
applications/bomb/p20-10.pddl_planlen=5,1750.0,20.0,1770.0,115110.0,237110.0,2.0,1.0,3.0,570.0,111615.0,2925.0,113235.0,1845.0,2.050821,0.009035,875.0,0.005386,0.003649,4.564972,52.0,31.0,9.853107,104.0,62.0,627.817143,0.965923,0.031462,0.968399,0.998166,0.001771,1.47619,0.035279,1.006992,0.975171,0.596154,0.968399,1.009574,1.47619,0.02541,0.016028,0.93191,0.063972,0.290243,0.063767,0.939515,0.31145,84.4561,127.443,43.1283,82.5981,133.07,47.8675,NaN,122.1,292.019,108.924,104.099,1.02199,NaN,244.493
applications/bomb/p20-10.pddl_planlen=6,2080.0,20.0,2100.0,138236.0,284940.0,2.0,1.0,3.0,660.0,133980.0,3596.0,135900.0,2196.0,2.053734,0.007523,1040.0,0.004485,0.003038,4.680952,52.0,31.0,10.214286,104.0,62.0,652.615385,0.965502,0.032323,0.967559,0.998473,0.001474,1.47619,0.035731,1.00593,0.973297,0.596154,0.967559,1.008074,1.47619,0.026013,0.015886,0.930479,0.066132,0.285862,0.065947,0.951251,0.307221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.11954,NaN,NaN
