Instances,feature_ stacks,feature_ tiers,feature_ stacktierratio,feature_ containerdensity,feature_ emptystackpct,feature_ overstowingstackpct,feature_ overstowing2contstackpct,feature_ groupsamemin,feature_ groupsamemax,feature_ groupsamemean,feature_ groupsamestdev,feature_ topgoodmin,feature_ topgoodmax,feature_ topgoodmean,feature_ topgoodstdev,feature_ overstowagepct,feature_ bflb,feature_ leftdensity,feature_ tierweightedgroups,feature_ avgl1topleftlggroup,feature_ contemptygrtestack,feature_ pctbottompctontop,algo_astar-symmulgt-transmul,algo_astar-symmullt-transmul,algo_idastar-symmulgt-transmul,algo_idastar-symmullt-transmul
cv_data5-4-23,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,6.0,3.80789,0.321429,11.0,0.285714,0.52032,0.777778,0.0,0.25,0.5,0.472,0.2,0.196
cv_data5-4-24,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,5.75,4.76314,0.5,18.0,0.285714,0.462254,0.611111,0.0,0.25,NaN,NaN,282.866,265.525
cv_data5-4-25,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,16.0,9.75,5.30919,0.464286,16.0,0.285714,0.546305,0.666667,0.0,0.5,NaN,NaN,233.355,201.601
cv_data5-4-27,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,19.0,9.0,6.20484,0.5,17.0,0.285714,0.504557,0.666667,0.0,0.25,73.965,85.521,6.58,5.9
cv_data5-4-29,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,11.0,7.25,2.86138,0.535714,20.0,0.285714,0.514286,0.777778,0.0,0.5,NaN,NaN,123.768,150.445
cv_data5-4-3,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,16.0,8.25,4.60299,0.5,17.0,0.285714,0.515825,0.611111,0.0,0.5,NaN,NaN,202.321,187.94
cv_data5-4-30,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,12.0,6.25,3.49106,0.464286,16.0,0.285714,0.499631,0.888889,0.0,0.25,2.472,2.82,2.3,2.04
cv_data5-4-31,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,13.0,8.25,4.02337,0.464286,17.0,0.285714,0.543904,0.611111,0.0,0.75,2086.65,1950.48,298.295,276.989
cv_data5-4-32,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,3.75,2.68095,0.5,19.0,0.285714,0.445751,0.333333,0.0,0.0,21.645,24.758,16.553,15.669
cv_data5-4-33,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,12.0,8.5,3.3541,0.464286,16.0,0.285714,0.481281,0.388889,0.0,0.25,41.851,47.363,13.501,29.734
cv_data5-4-34,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,8.25,5.26189,0.5,18.0,0.285714,0.504926,0.611111,0.0,0.25,NaN,NaN,969.093,976.633
cv_data5-4-35,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,11.0,6.25,3.83243,0.464286,17.0,0.285714,0.490394,0.666667,0.0,0.0,618.047,528.217,68.704,128.564
cv_data5-4-36,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,16.0,10.5,4.03113,0.5,17.0,0.285714,0.504433,0.666667,0.0,0.0,783.105,1015.33,175.423,162.726
cv_data5-4-37,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,10.25,5.76086,0.5,17.0,0.285714,0.514717,0.666667,0.0,0.0,1.056,1.048,1.732,1.504
cv_data5-4-38,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,4.25,3.96074,0.464286,16.0,0.285714,0.480973,0.444444,0.0,0.0,772.792,676.198,28.33,28.162
cv_data5-4-4,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,17.0,9.75,5.11737,0.535714,19.0,0.285714,0.518103,0.777778,0.0,0.25,NaN,NaN,322.9,297.275
cv_data5-4-6,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,6.0,3.39116,0.392857,14.0,0.285714,0.520628,0.611111,0.0,0.25,6.54,6.448,2.588,2.432
cv_data5-4-7,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,6.5,3.64005,0.392857,14.0,0.285714,0.50234,0.5,0.0,0.25,5.904,5.772,32.91,28.43
cv_data5-4-9,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,6.0,4.5,1.11803,0.428571,16.0,0.285714,0.488608,0.555556,0.0,0.5,234.323,258.888,42.911,43.839
cv_data5-5-10,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,5.0,3.89872,0.428571,19.0,0.285714,0.476768,0.631579,0.0,0.0,NaN,NaN,92.846,62.912
cv_data5-5-11,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,3.8,1.72047,0.4,17.0,0.285714,0.462424,0.473684,0.0,0.0,NaN,NaN,NaN,2891.773
cv_data5-5-12,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,7.2,4.91528,0.428571,18.0,0.285714,0.492611,0.789474,0.0,0.4,NaN,NaN,224.286,213.965
cv_data5-5-13,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,11.0,8.4,1.85472,0.514286,23.0,0.285714,0.466443,0.684211,0.0,0.4,NaN,NaN,1303.693,913.593
cv_data5-5-14,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,12.0,8.6,2.87054,0.485714,21.0,0.285714,0.485951,0.421053,0.0,0.2,NaN,NaN,364.819,290.018
cv_data5-5-15,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,4.6,3.38231,0.457143,19.0,0.285714,0.472828,0.631579,0.0,0.0,NaN,NaN,1089.456,802.942
cv_data5-5-16,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,7.0,5.93296,0.4,16.0,0.285714,0.475271,0.736842,0.0,0.0,NaN,NaN,371.783,250.328
cv_data5-5-17,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,8.0,5.6,1.85472,0.457143,21.0,0.285714,0.459783,0.894737,0.0,0.0,NaN,NaN,33.714,28.894
cv_data5-5-18,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,9.0,6.0,2.44949,0.428571,19.0,0.285714,0.497419,0.526316,0.0,0.4,358.538,453.3,147.785,299.363
cv_data5-5-19,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,17.0,7.6,5.004,0.485714,22.0,0.285714,0.463133,0.526316,0.0,0.2,1861.84,1449.08,11.777,7.856
cv_data5-5-20,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,5.8,5.49181,0.428571,17.0,0.285714,0.488828,0.473684,0.0,0.2,735.558,642.92,116.039,84.897
cv_data5-5-21,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,7.0,5.93296,0.457143,19.0,0.285714,0.487921,0.526316,0.0,0.2,NaN,NaN,244.363,205.309
cv_data5-5-22,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,7.2,5.84466,0.428571,19.0,0.285714,0.484296,0.421053,0.0,0.2,NaN,NaN,95.806,79.885
cv_data5-5-23,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,5.4,4.31741,0.4,17.0,0.285714,0.506167,0.736842,0.0,0.2,70.788,69.408,7.152,6.016
cv_data5-5-24,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,12.0,6.4,3.61109,0.514286,23.0,0.285714,0.445596,0.368421,0.0,0.2,0.632,0.468,0.792,0.788
cv_data5-5-25,5.0,7.0,1.4,0.714286,0.0,0.8,0.8,1.0,1.0,1.0,0.0,2.0,15.0,7.75,4.71036,0.428571,17.0,0.285714,0.505222,0.526316,0.0,0.4,NaN,NaN,506.316,573.432
cv_data5-5-27,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,14.0,9.2,4.53431,0.514286,23.0,0.285714,0.490286,0.684211,0.0,0.4,NaN,NaN,2993.091,2180.444
cv_data5-5-28,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,19.0,7.4,6.08605,0.457143,19.0,0.285714,0.497813,0.578947,0.0,0.0,NaN,NaN,2240.964,NaN
cv_data5-5-29,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,6.0,5.09902,0.485714,21.0,0.285714,0.445557,0.578947,0.0,0.0,NaN,NaN,1960.979,1565.862
cv_data5-5-3,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,4.4,3.07246,0.485714,21.0,0.285714,0.432355,0.473684,0.0,0.2,33.914,22.693,1.492,1.396
cv_data5-5-30,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,7.8,4.9558,0.4,16.0,0.285714,0.538719,0.789474,0.0,0.2,NaN,NaN,1173.737,1168.273
cv_data5-5-31,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,9.2,5.45527,0.542857,23.0,0.285714,0.472079,0.842105,0.0,0.0,NaN,NaN,967.488,761.496
cv_data5-5-32,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,18.0,8.8,5.41849,0.457143,18.0,0.285714,0.508966,0.631579,0.0,0.4,NaN,NaN,744.599,667.818
cv_data5-5-33,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,14.0,8.2,4.53431,0.542857,24.0,0.285714,0.461714,0.842105,0.0,0.0,NaN,NaN,442.524,404.633
cv_data5-5-36,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,9.0,6.2,2.13542,0.457143,20.0,0.285714,0.454345,0.789474,0.0,0.0,NaN,NaN,922.322,638.1
cv_data5-5-37,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,13.0,6.2,4.16653,0.4,16.0,0.285714,0.512394,0.947368,0.0,0.2,NaN,NaN,176.123,145.557
cv_data5-5-38,5.0,7.0,1.4,0.714286,0.0,0.8,0.8,1.0,1.0,1.0,0.0,2.0,15.0,9.25,5.11737,0.4,15.0,0.285714,0.518345,0.842105,0.0,0.2,380.444,349.482,44.291,29.462
cv_data5-5-39,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,13.0,6.2,3.96989,0.4,16.0,0.285714,0.527094,0.789474,0.0,0.2,2184.39,1915.32,275.541,189.14
cv_data5-5-4,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,16.0,6.4,5.08331,0.485714,21.0,0.285714,0.48197,0.947368,0.0,0.0,2020.47,1755.28,86.217,63.828
cv_data5-5-40,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,7.6,4.96387,0.457143,20.0,0.285714,0.521537,0.842105,0.0,0.2,1629.71,1423.57,33.094,34.242
cv_data5-5-5,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,17.0,9.4,4.84149,0.485714,20.0,0.285714,0.520315,0.421053,0.0,0.6,NaN,NaN,503.075,332.769
cv_data5-5-6,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,8.0,6.22896,0.428571,17.0,0.285714,0.496,0.684211,0.0,0.2,NaN,NaN,431.859,340.801
cv_data5-5-7,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0,7.2,6.79412,0.457143,18.0,0.285714,0.490167,0.894737,0.0,0.2,1469.89,1034.31,83.229,61.068
cv_data5-5-8,5.0,7.0,1.4,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,6.2,4.9558,0.4,16.0,0.285714,0.507586,0.526316,0.0,0.2,NaN,NaN,333.969,251.252
cv_data5-5-9,5.0,7.0,1.4,0.714286,0.0,0.8,0.8,1.0,1.0,1.0,0.0,1.0,14.0,5.5,5.02494,0.285714,11.0,0.285714,0.530601,0.631579,0.0,0.4,0.584,0.484,0.296,1.208
cv_data5-6-11,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,18.0,9.5,5.34634,0.428571,21.0,0.285714,0.488205,0.5,0.0,0.333333,22.521,24.926,32.982,19.305
cv_data5-6-19,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,4.83333,3.23608,0.380952,20.0,0.285714,0.454953,0.55,0.0,0.0,NaN,NaN,3121.263,3253.375
cv_data5-6-2,6.0,7.0,1.16667,0.714286,0.0,0.833333,0.833333,1.0,1.0,1.0,0.0,2.0,15.0,7.6,4.75815,0.380952,18.0,0.285714,0.5052,0.65,0.0,0.166667,NaN,NaN,142.021,80.553
cv_data5-6-20,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,6.5,6.07591,0.404762,19.0,0.285714,0.503722,0.75,0.0,0.166667,NaN,NaN,1852.048,1032.337
cv_data5-6-22,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,14.0,6.5,4.11299,0.452381,23.0,0.285714,0.484346,0.85,0.0,0.166667,NaN,NaN,135.804,102.822
cv_data5-6-25,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,18.0,7.0,5.41603,0.47619,23.0,0.285714,0.488889,0.7,0.0,0.166667,NaN,NaN,686.015,299.055
cv_data5-6-26,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,4.83333,3.97562,0.547619,29.0,0.285714,0.436946,0.45,0.0,0.0,NaN,NaN,1242.33,1144.932
cv_data5-6-28,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,7.83333,5.39804,0.47619,23.0,0.285714,0.479201,0.45,0.0,0.0,502.687,532.821,148.685,94.706
cv_data5-6-30,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,11.1667,5.98377,0.428571,20.0,0.285714,0.502791,0.8,0.0,0.333333,NaN,NaN,1011.107,696.028
cv_data5-6-31,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,15.0,7.16667,5.2731,0.428571,22.0,0.285714,0.486617,0.5,0.0,0.166667,NaN,NaN,2419.015,1421.457
cv_data5-6-33,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,17.0,8.16667,4.52462,0.5,26.0,0.285714,0.478736,0.65,0.0,0.333333,NaN,NaN,3046.198,2126.257
cv_data5-6-35,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,11.0,8.0,2.38048,0.5,26.0,0.285714,0.468774,0.45,0.0,0.5,NaN,NaN,2532.15,2689.408
cv_data5-6-37,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,14.0,9.0,3.91578,0.452381,23.0,0.285714,0.48139,0.45,0.0,0.333333,NaN,NaN,NaN,3195.648
cv_data5-6-5,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,7.83333,5.17741,0.52381,27.0,0.285714,0.484319,0.5,0.0,0.166667,NaN,NaN,1595.128,941.507
cv_data5-6-6,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,12.0,7.78888,0.428571,21.0,0.285714,0.491845,0.4,0.0,0.166667,1341.13,1294.58,9.777,4.708
cv_data5-6-7,6.0,7.0,1.16667,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,23.0,9.66667,8.03465,0.47619,23.0,0.285714,0.498604,0.75,0.0,0.0,NaN,NaN,159.95,169.227
cv_data5-6-8,6.0,7.0,1.16667,0.714286,0.0,0.833333,0.833333,1.0,1.0,1.0,0.0,6.0,12.0,9.4,2.15407,0.428571,20.0,0.285714,0.518446,0.75,0.0,0.5,NaN,NaN,245.599,189.796
cv_data5-7-1,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,27.0,9.71429,7.66652,0.387755,22.0,0.285714,0.51883,0.666667,0.0,0.142857,9.765,13.801,7.016,6.524
cv_data5-7-11,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,26.0,9.28571,7.24498,0.469388,26.0,0.285714,0.49625,0.857143,0.0,0.142857,NaN,NaN,74.173,50.827
cv_data5-7-12,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,15.0,8.71429,3.69224,0.489796,29.0,0.285714,0.476666,0.666667,0.0,0.428571,NaN,NaN,798.354,1146.04
cv_data5-7-13,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,8.0,4.0,0.44898,27.0,0.285714,0.460842,0.428571,0.0,0.142857,NaN,NaN,794.39,851.317
cv_data5-7-15,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,7.42857,5.36808,0.469388,27.0,0.285714,0.468583,0.761905,0.0,0.142857,293.238,312.476,135.993,78.257
cv_data5-7-16,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,7.14286,5.98638,0.408163,23.0,0.285714,0.465447,0.52381,0.0,0.0,55.755,72.869,120.464,88.306
cv_data5-7-18,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,25.0,9.42857,7.30669,0.530612,32.0,0.285714,0.447874,0.333333,0.0,0.142857,NaN,NaN,85.773,110.471
cv_data5-7-19,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,14.0,6.57143,3.8492,0.428571,24.0,0.285714,0.471137,0.571429,0.0,0.142857,NaN,NaN,314.256,169.831
cv_data5-7-22,7.0,7.0,1.0,0.714286,0.0,0.857143,0.857143,1.0,1.0,1.0,0.0,1.0,9.0,5.16667,2.91071,0.367347,21.0,0.285714,0.499889,0.333333,0.0,0.428571,71.172,65.408,7.788,15.089
cv_data5-7-31,7.0,7.0,1.0,0.714286,0.0,0.857143,0.857143,1.0,1.0,1.0,0.0,1.0,15.0,8.5,5.18813,0.408163,22.0,0.285714,0.466432,0.47619,0.0,0.142857,NaN,NaN,1194.343,632.019
cv_data5-7-32,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,24.0,11.8571,7.29831,0.510204,30.0,0.285714,0.497778,0.904762,0.0,0.285714,NaN,NaN,NaN,2907.326
cv_data5-7-33,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,30.0,12.1429,8.93514,0.510204,30.0,0.285714,0.495466,0.714286,0.0,0.285714,NaN,NaN,668.422,1496.738
cv_data5-7-36,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,28.0,11.1429,9.6574,0.489796,29.0,0.285714,0.502121,0.857143,0.0,0.428571,NaN,NaN,907.445,675.686
cv_data5-7-37,7.0,7.0,1.0,0.714286,0.0,0.857143,0.857143,1.0,1.0,1.0,0.0,1.0,30.0,10.6667,9.99444,0.387755,20.0,0.285714,0.500875,0.666667,0.0,0.285714,156.866,137.417,75.369,96.022
cv_data5-7-4,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,25.0,11.1429,6.87498,0.408163,22.0,0.285714,0.495989,0.904762,0.0,0.142857,964.04,808.547,599.933,368.859
cv_data5-7-40,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,28.0,10.7143,8.31031,0.510204,29.0,0.285714,0.46798,0.714286,0.0,0.0,NaN,NaN,NaN,1961.883
cv_data5-7-7,7.0,7.0,1.0,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,26.0,13.7143,7.75913,0.428571,24.0,0.285714,0.522811,0.666667,0.0,0.285714,NaN,NaN,577.132,524.621
cv_data5-8-19,8.0,7.0,0.875,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,36.0,13.25,11.5081,0.446429,27.0,0.285714,0.48419,0.772727,0.0,0.125,NaN,NaN,NaN,2413.111
cv_data5-8-2,8.0,7.0,0.875,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,32.0,15.75,9.09327,0.446429,27.0,0.285714,0.498337,0.863636,0.0,0.125,NaN,NaN,936.483,391.54
cv_data5-8-25,8.0,7.0,0.875,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,27.0,14.375,9.2997,0.446429,28.0,0.285714,0.466502,0.454545,0.0,0.25,NaN,NaN,3512.672,3370.827
cv_data5-8-29,8.0,7.0,0.875,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,26.0,9.875,7.95986,0.410714,27.0,0.285714,0.481404,0.363636,0.0,0.25,126.476,281.102,68.272,49.343
cv_data5-8-3,8.0,7.0,0.875,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,28.0,11.875,7.81725,0.5,34.0,0.285714,0.467811,0.727273,0.0,0.25,NaN,NaN,1574.23,508.596
cv_data5-8-36,8.0,7.0,0.875,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,33.0,12.75,10.779,0.446429,27.0,0.285714,0.488932,0.681818,0.0,0.25,NaN,NaN,2910.83,1556.549
cv_data5-8-38,8.0,7.0,0.875,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,25.0,12.5,6.76387,0.482143,31.0,0.285714,0.47694,0.772727,0.0,0.125,NaN,NaN,2471.762,1874.097
cv_data5-8-39,8.0,7.0,0.875,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,9.375,7.39827,0.464286,30.0,0.285714,0.471444,0.818182,0.0,0.25,NaN,NaN,2529.79,1526.903
cv_data5-8-4,8.0,7.0,0.875,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,22.0,10.875,7.37288,0.464286,30.0,0.285714,0.479895,0.454545,0.0,0.125,NaN,NaN,1656.592,1792.312
cv_data5-8-6,8.0,7.0,0.875,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,7.5,5.5,0.446429,30.0,0.285714,0.462962,0.818182,0.0,0.0,NaN,NaN,1610.869,1532.88
cv_data5-8-8,8.0,7.0,0.875,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,18.0,9.25,5.23808,0.428571,29.0,0.285714,0.475015,0.363636,0.0,0.375,NaN,NaN,348.75,359.362
cv_data5-9-10,9.0,7.0,0.777778,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,23.0,10.0,6.84755,0.412698,31.0,0.285714,0.471848,0.869565,0.0,0.222222,NaN,NaN,675.93,514.58
cv_data5-9-21,9.0,7.0,0.777778,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,28.0,9.22222,7.64167,0.365079,27.0,0.285714,0.467494,0.956522,0.0,0.0,NaN,NaN,848.305,608.694
cv_data5-9-3,9.0,7.0,0.777778,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,7.88889,6.13631,0.47619,35.0,0.285714,0.439956,0.652174,0.0,0.0,NaN,NaN,NaN,3576.584
cv_data5-9-32,9.0,7.0,0.777778,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,31.0,15.3333,8.65384,0.444444,31.0,0.285714,0.490069,0.869565,0.0,0.222222,NaN,NaN,NaN,1377.438
cv_data5-9-38,9.0,7.0,0.777778,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,25.0,13.4444,8.26117,0.492063,37.0,0.285714,0.487733,0.608696,0.0,0.0,NaN,NaN,NaN,1108.917
cv_data5-9-4,9.0,7.0,0.777778,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,20.0,10.4444,4.64545,0.412698,30.0,0.285714,0.502427,0.608696,0.0,0.333333,NaN,NaN,3253.151,1466.84
